uid,timestamp_Nudge,timestamp_Lever,timestamp_Ramp,timestamp_Pendulum,timestamp_Springboard,timestamp_Down Hill,timestamp_Lead the Ball,timestamp_Chocolate Factory,timestamp_Around the Tree,timestamp_Big Watermill,timestamp_Sunny Day,timestamp_Wavy,timestamp_On the Upswing,timestamp_Shark,timestamp_One at a time,timestamp_Scale,timestamp_Cloudy Day,timestamp_Crazy Seesaw,timestamp_Roller coaster,timestamp_Uphill Battle,timestamp_Little Mermaid,timestamp_Ultimate Pinball,timestamp_Yippie!,timestamp_Diving Board,timestamp_Stiff Curtains,timestamp_Diving Board World,timestamp_Need Fulcrum,timestamp_Timing is Everything,timestamp_Perfect Toss,timestamp_Up in the Air,timestamp_Spider Web,timestamp_Can Opener,TrophyLevel_Nudge,TrophyLevel_Lever,TrophyLevel_Ramp,TrophyLevel_Pendulum,TrophyLevel_Springboard,TrophyLevel_Down Hill,TrophyLevel_Lead the Ball,TrophyLevel_Chocolate Factory,TrophyLevel_Around the Tree,TrophyLevel_Big Watermill,TrophyLevel_Sunny Day,TrophyLevel_Wavy,TrophyLevel_On the Upswing,TrophyLevel_Shark,TrophyLevel_One at a time,TrophyLevel_Scale,TrophyLevel_Cloudy Day,TrophyLevel_Crazy Seesaw,TrophyLevel_Roller coaster,TrophyLevel_Uphill Battle,TrophyLevel_Little Mermaid,TrophyLevel_Ultimate Pinball,TrophyLevel_Yippie!,TrophyLevel_Diving Board,TrophyLevel_Stiff Curtains,TrophyLevel_Diving Board World,TrophyLevel_Need Fulcrum,TrophyLevel_Timing is Everything,TrophyLevel_Perfect Toss,TrophyLevel_Up in the Air,TrophyLevel_Spider Web,TrophyLevel_Can Opener,NumberAttempts_Nudge,NumberAttempts_Lever,NumberAttempts_Ramp,NumberAttempts_Pendulum,NumberAttempts_Springboard,NumberAttempts_Down Hill,NumberAttempts_Lead the Ball,NumberAttempts_Chocolate Factory,NumberAttempts_Around the Tree,NumberAttempts_Big Watermill,NumberAttempts_Sunny Day,NumberAttempts_Wavy,NumberAttempts_On the Upswing,NumberAttempts_Shark,NumberAttempts_One at a time,NumberAttempts_Scale,NumberAttempts_Cloudy Day,NumberAttempts_Crazy Seesaw,NumberAttempts_Roller coaster,NumberAttempts_Uphill Battle,NumberAttempts_Little Mermaid,NumberAttempts_Ultimate Pinball,NumberAttempts_Yippie!,NumberAttempts_Diving Board,NumberAttempts_Stiff Curtains,NumberAttempts_Diving Board World,NumberAttempts_Need Fulcrum,NumberAttempts_Timing is Everything,NumberAttempts_Perfect Toss,NumberAttempts_Up in the Air,NumberAttempts_Spider Web,NumberAttempts_Can Opener,quit,silver,gold
A0112,2022-11-29T09:22:20Z,2022-11-29T09:24:26Z,2022-11-29T09:24:57Z,2022-11-29T09:25:46Z,2022-11-29T09:27:21Z,2022-11-29T09:28:45Z,2022-11-29T09:31:48Z,2022-11-30T09:14:01Z,2022-12-01T09:26:51Z,2022-11-30T09:18:22Z,2022-11-30T09:28:17Z,2022-11-30T09:30:35Z,NA,2022-12-01T09:33:13Z,2022-12-01T09:33:41Z,2022-12-01T09:34:48Z,NA,2022-12-01T09:43:05Z,2022-12-02T16:53:19Z,NA,2022-11-30T09:32:28Z,NA,NA,NA,NA,2022-12-02T16:48:18Z,NA,2022-12-02T16:51:08Z,2022-12-02T16:51:59Z,2022-12-02T16:52:49Z,NA,2022-12-02T16:54:24Z,silver,silver,silver,silver,silver,gold,gold,gold,silver,silver,quit,quit,NA,silver,gold,gold,NA,silver,quit,NA,quit,NA,NA,NA,NA,quit,NA,quit,quit,quit,NA,quit,1,1,1,1,1,1,1,2,1,1,1,1,NA,1,1,2,NA,1,1,NA,1,NA,NA,NA,NA,1,NA,1,1,1,NA,1,9,9,5
A2057,2022-11-29T09:23:21Z,2022-11-29T09:25:28Z,2022-11-29T09:26:13Z,2022-11-29T09:27:36Z,2022-11-29T09:31:02Z,2022-11-29T09:31:30Z,2022-11-29T09:33:00Z,2022-11-29T09:34:28Z,2022-12-01T09:19:01Z,2022-11-30T09:18:45Z,2022-11-30T09:21:40Z,NA,NA,2022-12-01T09:26:00Z,2022-12-01T09:26:57Z,2022-12-01T09:28:35Z,NA,2022-12-01T09:29:07Z,NA,NA,NA,NA,NA,NA,2022-12-01T09:31:16Z,2022-12-01T09:33:44Z,2022-12-01T09:35:40Z,2022-12-01T09:36:38Z,2022-12-01T09:38:15Z,2022-12-01T09:38:52Z,NA,2022-12-01T09:39:32Z,silver,silver,silver,silver,silver,silver,gold,gold,gold,silver,gold,NA,NA,quit,gold,gold,NA,gold,NA,NA,NA,NA,NA,NA,silver,quit,quit,gold,quit,gold,NA,gold,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,1,4,8,10
C2080,2022-11-29T09:25:18Z,2022-11-29T09:25:59Z,2022-11-29T09:26:30Z,2022-11-29T09:29:16Z,2022-11-29T09:31:21Z,2022-11-29T09:31:58Z,2022-11-29T09:32:54Z,2022-11-29T09:38:01Z,2022-12-01T09:10:07Z,2022-11-29T09:45:21Z,NA,NA,NA,2022-12-01T09:19:02Z,2022-12-01T09:22:14Z,2022-12-01T09:23:22Z,NA,2022-12-01T09:31:45Z,NA,NA,NA,NA,NA,NA,2022-12-01T09:37:56Z,2022-12-01T09:41:04Z,NA,2022-12-02T09:22:44Z,2022-12-02T09:25:18Z,2022-12-02T09:26:42Z,NA,2022-12-02T09:27:27Z,silver,silver,silver,silver,silver,gold,gold,gold,gold,gold,NA,NA,NA,silver,silver,silver,NA,silver,NA,NA,NA,NA,NA,NA,quit,quit,NA,silver,gold,quit,NA,gold,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,1,NA,1,3,10,7
F2068,2022-11-29T09:25:54Z,2022-11-29T09:29:47Z,2022-11-29T09:30:28Z,2022-11-29T09:31:09Z,2022-11-29T09:33:00Z,2022-11-29T09:33:48Z,2022-11-29T09:34:13Z,2022-11-29T09:35:49Z,2022-12-01T09:14:15Z,2022-11-29T09:36:31Z,2022-11-29T09:39:36Z,2022-11-29T09:43:05Z,2022-11-30T09:20:54Z,2022-12-01T09:18:08Z,2022-12-01T09:22:27Z,2022-12-01T09:24:43Z,2022-11-30T09:26:53Z,2022-12-01T09:29:42Z,NA,NA,NA,NA,NA,NA,2022-12-01T09:32:40Z,2022-12-01T09:38:04Z,2022-12-01T09:41:57Z,2022-12-02T09:10:55Z,2022-12-02T09:26:26Z,NA,NA,NA,silver,silver,silver,silver,silver,gold,gold,gold,gold,gold,gold,gold,silver,gold,silver,gold,quit,silver,NA,NA,NA,NA,NA,NA,quit,quit,silver,quit,gold,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,4,9,10
F2024,2022-11-29T09:26:38Z,2022-11-29T09:28:04Z,2022-11-29T09:29:00Z,2022-11-29T09:29:50Z,NA,NA,2022-11-30T09:27:37Z,2022-11-29T09:38:54Z,NA,2022-11-29T09:44:53Z,NA,NA,NA,NA,NA,2022-12-01T09:30:42Z,2022-11-30T09:26:14Z,NA,2022-12-01T09:24:38Z,NA,NA,NA,NA,2022-11-30T09:27:01Z,NA,NA,NA,NA,2022-12-01T09:27:43Z,NA,NA,2022-12-01T09:39:34Z,silver,quit,silver,quit,NA,NA,silver,gold,NA,gold,NA,NA,NA,NA,NA,silver,quit,NA,quit,NA,NA,NA,NA,quit,NA,NA,NA,NA,quit,NA,NA,quit,2,1,1,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,1,7,4,2
F3182,2022-11-29T09:27:21Z,2022-11-29T09:28:36Z,2022-11-29T09:29:21Z,2022-11-29T09:30:23Z,2022-11-29T09:32:18Z,2022-11-29T09:34:00Z,2022-11-29T09:34:57Z,2022-11-29T09:43:25Z,2022-12-01T09:18:01Z,2022-11-29T09:47:29Z,2022-11-30T09:28:03Z,NA,NA,2022-12-01T09:18:50Z,2022-12-01T09:20:47Z,2022-12-01T09:22:38Z,NA,2022-12-01T09:25:21Z,NA,NA,NA,NA,NA,NA,2022-12-02T09:27:07Z,2022-12-01T09:29:51Z,2022-12-01T09:32:32Z,2022-12-01T09:36:59Z,2022-12-01T09:41:34Z,2022-12-01T09:42:43Z,NA,NA,silver,silver,silver,silver,silver,silver,silver,gold,gold,quit,quit,NA,NA,quit,silver,silver,NA,silver,NA,NA,NA,NA,NA,NA,quit,quit,quit,quit,quit,quit,NA,NA,1,1,1,1,1,1,1,2,1,1,1,NA,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,9,10,2
C3834,2022-11-29T09:27:30Z,2022-11-29T09:28:17Z,2022-11-29T09:29:00Z,2022-11-29T09:29:22Z,2022-11-29T09:30:28Z,2022-11-29T09:32:58Z,2022-11-29T09:33:48Z,2022-11-29T09:44:07Z,2022-12-01T09:13:33Z,NA,NA,NA,NA,NA,2022-12-01T09:20:54Z,2022-12-01T09:21:36Z,NA,2022-12-01T09:22:08Z,2022-12-02T09:15:40Z,NA,NA,NA,NA,NA,2022-12-01T09:25:19Z,2022-12-01T09:31:17Z,2022-12-01T09:32:21Z,2022-12-01T09:36:07Z,2022-12-01T09:37:12Z,2022-12-02T09:18:16Z,NA,2022-12-01T09:40:48Z,silver,silver,silver,silver,silver,silver,silver,gold,gold,NA,NA,NA,NA,NA,gold,gold,NA,gold,quit,NA,NA,NA,NA,NA,quit,quit,quit,quit,quit,silver,NA,silver,1,1,1,1,1,1,1,2,1,NA,NA,NA,NA,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,1,6,9,5
D2372,2022-11-29T09:30:57Z,2022-11-29T09:32:15Z,2022-11-29T09:32:54Z,2022-11-29T09:33:47Z,2022-11-29T09:34:56Z,2022-12-01T09:32:34Z,2022-11-29T09:35:12Z,2022-12-01T09:35:25Z,2022-11-29T09:36:08Z,2022-12-01T09:38:48Z,2022-12-02T09:10:11Z,2022-12-02T09:11:51Z,2022-12-02T09:13:49Z,2022-11-29T09:37:58Z,2022-11-29T09:38:26Z,2022-11-29T09:41:31Z,2022-12-02T09:16:07Z,2022-11-29T09:42:28Z,NA,2022-12-02T09:35:02Z,2022-12-02T09:17:10Z,2022-12-02T09:30:11Z,2022-12-02T09:18:48Z,NA,2022-11-30T09:14:03Z,2022-11-30T09:25:39Z,2022-12-01T09:17:59Z,2022-11-29T09:30:38Z,2022-12-01T09:22:14Z,2022-12-01T09:23:08Z,2022-12-02T09:31:22Z,NA,quit,silver,silver,silver,silver,silver,gold,quit,gold,quit,gold,gold,gold,quit,gold,gold,quit,quit,NA,quit,quit,silver,gold,NA,quit,quit,quit,quit,quit,quit,quit,NA,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,NA,1,1,3,1,NA,1,1,1,1,1,1,1,NA,15,6,8
A3193,2022-11-29T09:31:26Z,2022-11-29T09:32:58Z,2022-11-29T09:33:40Z,2022-11-29T09:35:25Z,2022-11-29T09:40:05Z,2022-11-29T09:40:43Z,2022-11-29T09:41:04Z,2022-11-29T09:43:54Z,2022-12-01T09:22:31Z,NA,NA,NA,NA,NA,NA,2022-12-01T09:42:14Z,NA,2022-12-02T09:12:53Z,NA,NA,NA,NA,NA,NA,2022-12-02T09:22:09Z,2022-12-02T09:24:24Z,2022-12-02T09:26:58Z,2022-12-02T09:28:46Z,2022-12-02T09:29:57Z,2022-12-02T09:31:00Z,NA,NA,silver,silver,silver,silver,silver,gold,gold,gold,gold,NA,NA,NA,NA,NA,NA,gold,NA,quit,NA,NA,NA,NA,NA,NA,silver,quit,silver,gold,quit,quit,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,4,7,6
C3092,2022-11-29T09:32:01Z,2022-11-29T09:33:09Z,2022-11-29T09:33:24Z,2022-11-29T09:40:09Z,2022-11-29T09:43:11Z,2022-11-29T09:45:07Z,2022-11-29T09:45:42Z,2022-11-30T09:23:37Z,2022-12-01T09:22:25Z,2022-11-30T09:26:10Z,2022-11-30T09:27:04Z,NA,NA,2022-12-01T09:14:21Z,2022-12-01T09:26:21Z,2022-12-01T09:28:12Z,NA,2022-12-01T09:30:59Z,NA,NA,NA,NA,NA,NA,2022-12-01T09:35:20Z,2022-12-01T09:36:19Z,2022-12-01T09:38:19Z,2022-12-01T09:41:42Z,2022-12-01T09:42:57Z,NA,NA,NA,silver,silver,silver,silver,silver,silver,gold,quit,quit,quit,quit,NA,NA,gold,gold,gold,NA,quit,NA,NA,NA,NA,NA,NA,silver,quit,quit,quit,quit,NA,NA,NA,1,1,1,2,1,1,1,1,1,1,1,NA,NA,2,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,9,7,4
C0178,2022-11-29T09:39:02Z,2022-11-29T09:41:17Z,2022-11-29T09:41:45Z,2022-11-29T09:42:13Z,2022-11-29T09:43:04Z,2022-11-29T09:43:53Z,2022-11-29T09:44:19Z,NA,2022-12-02T09:27:48Z,2022-12-01T09:16:08Z,2022-11-30T09:26:05Z,2022-11-30T09:29:33Z,2022-12-01T09:19:21Z,2022-12-02T09:28:54Z,2022-12-02T09:25:29Z,2022-12-02T09:25:08Z,2022-12-01T09:23:20Z,2022-12-02T09:24:18Z,2022-12-02T09:19:41Z,2022-12-01T09:29:33Z,2022-12-01T09:24:07Z,2022-12-01T09:25:22Z,2022-12-01T09:25:10Z,2022-12-01T09:34:34Z,2022-12-02T09:23:58Z,NA,2022-12-02T09:14:45Z,2022-12-02T09:15:18Z,2022-12-02T09:16:21Z,2022-12-02T09:17:05Z,2022-12-01T09:27:26Z,2022-12-02T09:18:15Z,silver,silver,silver,silver,silver,gold,gold,NA,quit,quit,quit,quit,quit,quit,gold,gold,gold,quit,gold,quit,quit,quit,quit,gold,quit,NA,gold,quit,quit,quit,quit,quit,1,1,1,1,1,1,1,NA,2,1,1,1,1,1,1,4,1,1,1,1,1,1,1,2,1,NA,2,1,1,1,1,1,17,5,8
D3508,2022-11-29T10:08:06Z,2022-11-29T10:09:08Z,2022-11-29T10:09:39Z,2022-11-29T10:10:06Z,2022-11-29T10:11:33Z,NA,2022-11-29T10:12:34Z,2022-12-01T10:07:00Z,2022-11-29T10:14:24Z,2022-12-01T10:07:49Z,2022-12-01T10:08:21Z,2022-12-01T10:12:47Z,2022-12-01T10:13:58Z,2022-11-29T10:23:05Z,2022-11-29T10:24:01Z,2022-11-29T10:26:08Z,2022-12-01T10:16:41Z,2022-11-29T10:27:58Z,2022-11-29T10:35:11Z,2022-12-01T10:23:55Z,2022-12-01T10:20:11Z,2022-12-01T10:21:54Z,2022-12-01T10:20:49Z,2022-12-02T10:10:37Z,2022-11-29T10:30:56Z,2022-11-29T10:31:49Z,2022-11-29T10:34:07Z,2022-11-29T10:38:44Z,2022-11-30T10:11:58Z,2022-11-29T10:38:32Z,2022-12-01T10:23:01Z,2022-11-29T10:38:00Z,silver,silver,silver,silver,silver,NA,gold,gold,gold,quit,quit,silver,quit,quit,gold,gold,gold,quit,quit,gold,quit,quit,silver,quit,quit,quit,quit,quit,gold,gold,quit,gold,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,7,10
C1809,2022-11-29T10:09:24Z,2022-11-29T10:10:54Z,2022-11-29T10:11:50Z,2022-11-29T10:13:09Z,2022-11-29T10:17:28Z,2022-11-29T10:18:05Z,2022-11-29T10:18:19Z,2022-11-29T10:19:30Z,2022-12-01T10:13:31Z,2022-11-29T10:21:16Z,2022-11-29T10:25:06Z,2022-11-29T10:26:02Z,NA,2022-12-01T10:25:31Z,2022-12-01T10:26:35Z,2022-12-01T10:27:34Z,2022-11-29T10:33:42Z,2022-12-01T10:31:28Z,NA,NA,2022-11-30T10:09:44Z,2022-11-30T10:21:40Z,2022-11-30T10:15:53Z,NA,NA,2022-12-02T10:12:57Z,2022-12-02T10:14:24Z,2022-12-02T10:17:26Z,2022-12-02T10:20:41Z,NA,2022-11-30T10:23:31Z,NA,silver,silver,silver,silver,silver,gold,gold,gold,gold,quit,quit,quit,NA,gold,gold,gold,silver,silver,NA,NA,silver,gold,silver,NA,NA,quit,gold,silver,quit,NA,silver,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,2,1,1,1,1,NA,NA,1,1,1,NA,NA,1,1,1,1,NA,1,NA,5,11,9
C3496,2022-11-29T10:09:39Z,2022-11-29T10:10:18Z,2022-11-29T10:10:59Z,2022-11-29T10:12:02Z,2022-11-29T10:12:59Z,2022-11-29T10:13:21Z,2022-11-29T10:13:47Z,2022-11-29T10:15:36Z,2022-12-01T10:07:38Z,2022-11-29T10:30:25Z,2022-11-29T10:34:04Z,2022-11-29T10:37:16Z,2022-11-30T10:06:21Z,2022-12-01T10:08:33Z,2022-12-01T10:11:26Z,2022-12-01T10:12:30Z,2022-11-30T10:11:23Z,2022-12-01T10:16:40Z,NA,NA,2022-11-30T10:17:27Z,2022-11-30T10:23:29Z,2022-11-30T10:21:56Z,NA,2022-12-01T10:17:10Z,2022-12-01T10:20:23Z,NA,NA,2022-12-01T10:22:12Z,NA,2022-11-30T10:24:38Z,2022-12-01T10:23:18Z,silver,silver,silver,silver,silver,gold,gold,gold,gold,silver,gold,gold,gold,quit,quit,silver,gold,quit,NA,NA,quit,gold,gold,NA,quit,quit,NA,NA,quit,NA,quit,gold,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,NA,NA,1,1,1,NA,1,1,NA,NA,1,NA,1,1,8,7,11
C3698,2022-11-29T10:11:11Z,2022-11-29T10:11:59Z,2022-11-29T10:12:39Z,2022-11-29T10:16:15Z,2022-11-29T10:16:44Z,2022-11-29T10:17:16Z,2022-11-29T10:17:30Z,2022-11-29T10:18:24Z,2022-12-02T10:11:27Z,2022-11-29T10:20:25Z,2022-11-29T10:21:12Z,2022-11-29T10:25:55Z,2022-11-29T10:29:23Z,2022-12-02T10:11:51Z,2022-12-02T10:15:14Z,2022-12-02T10:16:31Z,2022-11-29T10:32:10Z,NA,2022-12-02T10:29:31Z,NA,2022-11-29T10:36:18Z,2022-11-30T10:16:47Z,NA,NA,2022-12-02T10:21:58Z,2022-12-02T10:24:41Z,2022-12-02T10:24:48Z,2022-12-02T10:26:22Z,2022-12-02T10:27:36Z,NA,2022-11-30T10:18:14Z,NA,silver,silver,silver,silver,silver,silver,gold,gold,gold,gold,gold,quit,quit,quit,gold,gold,quit,NA,quit,NA,quit,gold,NA,NA,quit,quit,quit,quit,quit,NA,quit,NA,3,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,NA,1,NA,1,1,NA,NA,1,1,1,1,1,NA,1,NA,12,6,8
D3542,2022-11-29T10:12:46Z,2022-11-29T10:13:17Z,2022-11-29T10:14:29Z,2022-11-29T10:14:53Z,2022-11-29T10:15:44Z,2022-12-01T10:23:09Z,2022-11-29T10:16:15Z,2022-12-01T10:24:22Z,2022-11-29T10:28:21Z,2022-12-01T10:24:52Z,2022-12-01T10:26:21Z,2022-12-01T10:26:46Z,2022-12-01T10:27:21Z,2022-11-29T10:35:49Z,2022-11-29T10:36:32Z,2022-11-29T10:38:45Z,2022-12-01T10:27:53Z,2022-11-29T10:39:09Z,NA,2022-12-02T10:07:19Z,2022-12-01T10:33:13Z,2022-12-01T10:40:41Z,2022-12-01T10:35:28Z,2022-12-02T10:29:48Z,2022-11-30T10:22:02Z,2022-12-01T10:06:39Z,2022-12-01T10:07:24Z,2022-12-01T10:08:15Z,2022-12-01T10:11:08Z,2022-12-01T10:18:21Z,2022-12-02T10:06:43Z,2022-12-01T10:19:09Z,silver,silver,silver,silver,silver,gold,silver,gold,gold,gold,gold,gold,gold,silver,gold,silver,gold,gold,NA,gold,gold,gold,gold,gold,silver,silver,gold,gold,gold,gold,gold,gold,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,NA,1,1,2,1,1,2,1,1,1,1,1,1,1,0,10,21
D3485,2022-11-29T10:12:49Z,2022-11-29T10:14:05Z,2022-11-29T10:15:28Z,2022-11-29T10:16:21Z,2022-11-29T10:17:42Z,2022-12-01T10:11:06Z,2022-11-29T10:18:42Z,2022-12-02T10:10:10Z,2022-11-29T10:20:17Z,2022-12-02T10:11:31Z,2022-12-02T10:12:00Z,2022-12-02T10:13:13Z,2022-12-02T10:13:28Z,2022-11-29T10:24:27Z,2022-11-29T10:25:23Z,2022-11-29T10:30:12Z,2022-12-02T10:14:04Z,2022-11-29T10:31:12Z,2022-11-29T10:37:03Z,2022-12-02T10:16:20Z,2022-12-02T10:19:47Z,2022-12-02T10:18:10Z,2022-12-02T10:18:56Z,2022-12-02T10:14:53Z,2022-11-29T10:32:18Z,2022-11-29T10:33:15Z,2022-11-29T10:34:32Z,2022-11-29T10:34:52Z,2022-11-29T10:35:15Z,NA,2022-12-02T10:16:33Z,2022-11-29T10:35:30Z,silver,silver,silver,silver,silver,gold,silver,gold,gold,quit,quit,gold,quit,quit,gold,quit,quit,quit,quit,quit,quit,quit,quit,quit,quit,quit,quit,quit,quit,NA,quit,quit,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,20,6,5
D3867,2022-11-29T10:13:00Z,2022-11-29T10:13:41Z,2022-11-29T10:14:10Z,2022-11-29T10:15:59Z,2022-11-29T10:21:39Z,2022-12-01T10:10:45Z,2022-11-29T10:21:52Z,2022-12-01T10:13:44Z,2022-11-29T10:25:52Z,2022-12-01T10:19:11Z,2022-12-01T10:26:57Z,2022-12-02T10:16:22Z,2022-12-02T10:17:22Z,2022-11-30T10:08:56Z,2022-11-30T10:11:28Z,2022-11-30T10:15:24Z,2022-12-02T10:20:14Z,2022-11-30T10:37:29Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,silver,silver,silver,silver,silver,gold,gold,gold,silver,silver,silver,silver,gold,quit,gold,gold,silver,quit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,10,6
C3261,2022-11-29T10:13:33Z,2022-11-29T10:14:28Z,2022-11-29T10:15:06Z,2022-11-29T10:16:12Z,2022-11-29T10:18:30Z,2022-11-29T10:19:02Z,2022-11-29T10:19:35Z,2022-11-29T10:22:33Z,2022-12-01T10:11:27Z,2022-11-29T10:29:26Z,2022-11-29T10:31:20Z,2022-11-29T10:31:59Z,2022-11-29T10:36:08Z,2022-12-01T10:16:10Z,2022-12-01T10:17:51Z,2022-12-01T10:18:43Z,2022-11-29T10:38:32Z,2022-12-01T10:22:38Z,NA,2022-11-30T10:20:28Z,2022-11-29T10:40:02Z,2022-11-30T10:14:13Z,2022-11-30T10:10:27Z,2022-11-30T10:28:13Z,2022-12-01T10:26:05Z,2022-12-01T10:32:07Z,2022-12-02T10:23:10Z,2022-12-02T10:23:27Z,2022-12-02T10:25:29Z,NA,2022-11-30T10:16:24Z,2022-12-02T10:27:30Z,silver,silver,silver,silver,silver,gold,silver,gold,gold,silver,gold,gold,gold,gold,gold,gold,silver,silver,NA,silver,gold,gold,silver,silver,quit,quit,silver,gold,quit,NA,silver,gold,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,NA,1,1,3,14,13
C3676,2022-11-29T10:14:06Z,2022-11-29T10:16:18Z,2022-11-29T10:16:59Z,2022-11-29T10:23:57Z,2022-11-29T10:28:06Z,2022-11-29T10:28:58Z,2022-11-29T10:29:27Z,NA,2022-12-01T10:14:06Z,NA,2022-11-30T10:16:47Z,2022-11-30T10:17:44Z,2022-11-30T10:19:20Z,2022-12-01T10:16:48Z,2022-12-02T10:24:48Z,2022-12-02T10:29:07Z,2022-11-30T10:20:27Z,2022-12-02T10:17:26Z,NA,2022-12-01T10:21:46Z,2022-11-30T10:21:33Z,2022-12-01T10:29:03Z,2022-11-30T10:39:04Z,NA,NA,NA,2022-12-02T10:21:03Z,NA,NA,NA,2022-12-01T10:19:07Z,NA,silver,silver,silver,silver,silver,silver,silver,NA,gold,NA,silver,silver,silver,quit,gold,silver,silver,quit,NA,silver,quit,quit,quit,NA,NA,NA,quit,NA,NA,NA,silver,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,1,1,1,1,2,1,NA,1,1,1,2,NA,NA,NA,1,NA,NA,NA,1,NA,6,14,2
E1775,2022-11-29T10:14:16Z,2022-11-29T10:18:02Z,2022-11-29T10:18:38Z,2022-11-29T10:24:36Z,2022-11-29T10:32:52Z,2022-12-02T10:21:55Z,2022-11-29T10:33:20Z,2022-12-02T10:26:06Z,2022-11-30T10:17:07Z,2022-12-02T10:26:26Z,NA,NA,NA,2022-11-30T10:26:08Z,2022-11-30T10:27:50Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,silver,silver,silver,silver,silver,gold,gold,silver,silver,gold,NA,NA,NA,silver,gold,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,4
D2697,2022-11-29T10:16:15Z,2022-11-29T10:18:58Z,2022-11-29T10:20:39Z,2022-12-01T10:35:57Z,2022-11-29T10:26:31Z,2022-12-01T10:36:45Z,2022-11-29T10:27:02Z,NA,2022-11-29T10:39:21Z,2022-12-02T10:21:34Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,silver,silver,silver,silver,silver,gold,silver,NA,silver,gold,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,2
A3520,2022-11-29T10:16:32Z,2022-11-29T10:16:56Z,2022-11-29T10:17:22Z,2022-11-29T10:19:40Z,2022-11-29T10:21:36Z,2022-11-29T10:22:17Z,2022-11-29T10:22:45Z,2022-11-29T10:24:39Z,2022-12-01T10:26:47Z,2022-11-29T10:29:30Z,2022-11-29T10:37:46Z,2022-11-29T10:40:12Z,2022-11-30T10:18:00Z,2022-12-02T10:06:56Z,2022-12-02T10:07:43Z,2022-12-02T10:08:53Z,2022-11-30T10:22:04Z,2022-12-02T10:11:20Z,NA,NA,NA,NA,NA,NA,2022-12-02T10:13:01Z,2022-12-02T10:16:27Z,2022-12-02T10:18:52Z,NA,NA,NA,NA,NA,silver,silver,silver,silver,silver,silver,silver,silver,quit,gold,quit,silver,quit,quit,gold,gold,quit,quit,NA,NA,NA,NA,NA,NA,silver,quit,quit,NA,NA,NA,NA,NA,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,8,10,3
