uid,timestamp_Nudge,timestamp_Lever,timestamp_Ramp,timestamp_Pendulum,timestamp_Springboard,timestamp_Down Hill,timestamp_Lead the Ball,timestamp_Chocolate Factory,timestamp_Around the Tree,timestamp_Big Watermill,timestamp_Sunny Day,timestamp_Wavy,timestamp_On the Upswing,timestamp_Shark,timestamp_One at a time,timestamp_Scale,timestamp_Cloudy Day,timestamp_Crazy Seesaw,timestamp_Roller coaster,timestamp_Uphill Battle,timestamp_Little Mermaid,timestamp_Ultimate Pinball,timestamp_Yippie!,timestamp_Diving Board,timestamp_Stiff Curtains,timestamp_Diving Board World,timestamp_Need Fulcrum,timestamp_Timing is Everything,timestamp_Perfect Toss,timestamp_Up in the Air,timestamp_Spider Web,timestamp_Can Opener,TrophyLevel_Nudge,TrophyLevel_Lever,TrophyLevel_Ramp,TrophyLevel_Pendulum,TrophyLevel_Springboard,TrophyLevel_Down Hill,TrophyLevel_Lead the Ball,TrophyLevel_Chocolate Factory,TrophyLevel_Around the Tree,TrophyLevel_Big Watermill,TrophyLevel_Sunny Day,TrophyLevel_Wavy,TrophyLevel_On the Upswing,TrophyLevel_Shark,TrophyLevel_One at a time,TrophyLevel_Scale,TrophyLevel_Cloudy Day,TrophyLevel_Crazy Seesaw,TrophyLevel_Roller coaster,TrophyLevel_Uphill Battle,TrophyLevel_Little Mermaid,TrophyLevel_Ultimate Pinball,TrophyLevel_Yippie!,TrophyLevel_Diving Board,TrophyLevel_Stiff Curtains,TrophyLevel_Diving Board World,TrophyLevel_Need Fulcrum,TrophyLevel_Timing is Everything,TrophyLevel_Perfect Toss,TrophyLevel_Up in the Air,TrophyLevel_Spider Web,TrophyLevel_Can Opener,NumberAttempts_Nudge,NumberAttempts_Lever,NumberAttempts_Ramp,NumberAttempts_Pendulum,NumberAttempts_Springboard,NumberAttempts_Down Hill,NumberAttempts_Lead the Ball,NumberAttempts_Chocolate Factory,NumberAttempts_Around the Tree,NumberAttempts_Big Watermill,NumberAttempts_Sunny Day,NumberAttempts_Wavy,NumberAttempts_On the Upswing,NumberAttempts_Shark,NumberAttempts_One at a time,NumberAttempts_Scale,NumberAttempts_Cloudy Day,NumberAttempts_Crazy Seesaw,NumberAttempts_Roller coaster,NumberAttempts_Uphill Battle,NumberAttempts_Little Mermaid,NumberAttempts_Ultimate Pinball,NumberAttempts_Yippie!,NumberAttempts_Diving Board,NumberAttempts_Stiff Curtains,NumberAttempts_Diving Board World,NumberAttempts_Need Fulcrum,NumberAttempts_Timing is Everything,NumberAttempts_Perfect Toss,NumberAttempts_Up in the Air,NumberAttempts_Spider Web,NumberAttempts_Can Opener,quit,silver,gold
E2956,2022-11-29T11:10:48Z,2022-11-29T11:13:14Z,2022-11-29T11:13:48Z,2022-11-29T11:14:55Z,2022-11-29T11:18:03Z,2022-12-01T11:00:07Z,2022-11-29T11:34:57Z,2022-12-01T10:59:50Z,NA,NA,2022-12-01T11:28:28Z,2022-12-01T11:24:37Z,2022-12-01T11:05:05Z,NA,2022-11-30T10:57:20Z,2022-11-30T10:59:32Z,2022-12-01T11:14:35Z,2022-11-30T11:01:09Z,2022-11-30T11:16:06Z,2022-12-01T11:21:20Z,2022-12-02T11:15:15Z,2022-12-01T11:19:29Z,2022-12-01T11:18:33Z,2022-12-01T11:23:49Z,2022-11-30T11:06:35Z,NA,NA,2022-11-30T11:20:59Z,2022-11-30T11:12:33Z,2022-11-30T11:18:29Z,2022-12-01T11:19:55Z,2022-11-30T11:17:37Z,silver,silver,silver,silver,silver,gold,gold,gold,NA,NA,quit,silver,gold,NA,quit,gold,quit,gold,quit,quit,quit,quit,silver,quit,quit,NA,NA,quit,quit,quit,silver,quit,1,1,1,1,1,1,1,1,NA,NA,1,1,1,NA,1,1,2,1,1,1,1,1,2,1,2,NA,NA,1,1,1,1,1,13,8,6
D3025,2022-11-29T11:12:19Z,2022-11-29T11:12:59Z,2022-11-29T11:13:25Z,2022-11-29T11:13:58Z,2022-11-29T11:15:18Z,2022-12-01T11:17:46Z,2022-11-29T11:16:07Z,2022-12-01T11:20:13Z,2022-11-29T11:19:04Z,NA,2022-12-01T11:30:46Z,2022-12-01T11:31:43Z,2022-12-01T11:33:34Z,NA,NA,2022-11-29T11:28:10Z,NA,2022-11-29T11:29:05Z,NA,NA,2022-12-02T11:16:39Z,2022-12-02T11:11:28Z,2022-12-02T11:12:37Z,NA,2022-11-29T11:30:39Z,NA,NA,NA,NA,NA,2022-12-02T11:09:47Z,NA,silver,silver,silver,silver,silver,silver,gold,silver,quit,NA,silver,gold,gold,NA,NA,gold,NA,quit,NA,NA,quit,gold,gold,NA,silver,NA,NA,NA,NA,NA,silver,NA,1,2,1,1,1,1,1,2,1,NA,1,1,2,NA,NA,2,NA,1,NA,NA,1,1,1,NA,2,NA,NA,NA,NA,NA,2,NA,3,10,6
F2923,2022-11-29T11:12:39Z,2022-11-29T11:13:37Z,2022-11-29T11:13:50Z,2022-11-29T11:14:29Z,2022-11-29T11:27:43Z,2022-11-29T11:30:45Z,2022-11-29T11:31:02Z,2022-11-29T11:32:08Z,2022-12-01T11:07:03Z,2022-11-30T11:00:44Z,2022-11-30T11:08:36Z,2022-11-30T11:15:02Z,2022-11-30T11:17:43Z,2022-12-01T11:13:36Z,2022-12-01T11:13:49Z,2022-12-01T11:14:09Z,2022-11-30T11:22:18Z,2022-12-01T11:16:23Z,NA,NA,NA,NA,NA,NA,2022-12-01T11:28:27Z,2022-12-01T11:29:02Z,2022-12-01T11:30:40Z,2022-12-02T10:59:16Z,2022-12-02T11:03:43Z,2022-12-02T11:06:46Z,NA,2022-12-02T11:11:46Z,silver,silver,silver,silver,silver,gold,gold,gold,gold,gold,silver,silver,gold,gold,gold,silver,gold,gold,NA,NA,NA,NA,NA,NA,silver,quit,gold,gold,gold,quit,NA,silver,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,2,1,1,1,1,1,NA,1,2,10,13
F1450,2022-11-29T11:12:54Z,2022-11-29T11:13:24Z,2022-11-29T11:14:13Z,2022-11-29T11:21:27Z,2022-11-29T11:25:26Z,2022-11-29T11:26:29Z,2022-11-29T11:26:46Z,2022-11-29T11:30:33Z,2022-12-01T11:19:20Z,NA,NA,NA,NA,2022-12-01T11:31:36Z,2022-12-01T11:32:09Z,2022-12-01T11:33:09Z,NA,2022-12-01T11:34:01Z,NA,NA,NA,NA,NA,NA,NA,2022-12-02T11:33:38Z,2022-12-02T11:35:03Z,2022-12-02T11:37:20Z,NA,NA,NA,NA,silver,silver,silver,silver,silver,gold,gold,gold,silver,NA,NA,NA,NA,silver,gold,silver,NA,gold,NA,NA,NA,NA,NA,NA,NA,silver,silver,silver,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,0,11,5
E0392,2022-11-29T11:12:55Z,2022-11-29T11:17:00Z,2022-11-29T11:17:44Z,2022-11-29T11:19:06Z,2022-11-29T11:20:25Z,2022-12-01T11:07:14Z,2022-11-29T11:21:50Z,2022-12-01T11:08:46Z,2022-11-29T11:33:17Z,2022-12-01T11:10:27Z,2022-12-01T11:13:47Z,2022-12-01T11:16:58Z,2022-12-01T11:17:11Z,NA,2022-11-30T11:00:39Z,2022-11-30T11:04:24Z,2022-12-01T11:18:29Z,2022-11-30T11:11:01Z,NA,2022-12-01T11:28:59Z,2022-12-01T11:21:44Z,2022-12-01T11:25:26Z,2022-12-01T11:23:49Z,2022-12-01T11:34:26Z,NA,2022-11-30T11:11:27Z,2022-11-30T11:11:52Z,2022-11-30T11:18:37Z,NA,2022-11-30T11:34:49Z,2022-12-01T11:26:38Z,NA,silver,silver,silver,silver,silver,silver,silver,silver,quit,quit,gold,quit,gold,NA,gold,gold,silver,quit,NA,quit,quit,quit,silver,quit,NA,quit,gold,quit,NA,gold,silver,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,2,1,1,1,NA,1,1,1,1,1,NA,1,1,1,NA,1,1,NA,10,11,6
C1326,2022-11-29T11:13:15Z,2022-11-29T11:15:29Z,2022-11-29T11:16:01Z,2022-11-29T11:16:28Z,2022-11-30T11:10:08Z,2022-11-30T11:10:35Z,2022-11-30T11:10:49Z,2022-11-30T11:16:42Z,2022-12-01T11:11:29Z,NA,NA,NA,NA,2022-12-01T11:27:27Z,2022-12-01T11:34:27Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,silver,silver,silver,silver,silver,gold,gold,gold,gold,NA,NA,NA,NA,quit,gold,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5
F2721,2022-11-29T11:13:43Z,2022-11-29T11:14:04Z,2022-11-29T11:14:19Z,2022-11-29T11:14:58Z,2022-11-29T11:16:23Z,2022-11-29T11:17:45Z,2022-11-29T11:18:15Z,2022-11-29T11:19:41Z,2022-12-01T11:02:57Z,2022-11-29T11:23:35Z,2022-11-29T11:26:46Z,2022-11-29T11:28:42Z,2022-11-30T11:00:07Z,2022-12-01T11:06:18Z,2022-12-01T11:06:45Z,2022-12-01T11:07:16Z,2022-11-30T11:02:53Z,2022-12-01T11:12:45Z,NA,2022-11-30T11:21:04Z,2022-11-30T11:05:10Z,2022-11-30T11:19:00Z,2022-11-30T11:05:16Z,2022-11-30T11:19:45Z,2022-12-01T11:20:58Z,2022-12-01T11:27:56Z,2022-12-01T11:29:36Z,2022-12-01T11:34:53Z,2022-12-01T11:32:20Z,2022-12-01T11:33:31Z,NA,2022-12-01T11:34:07Z,silver,silver,silver,silver,silver,gold,gold,gold,gold,silver,quit,quit,silver,gold,gold,gold,gold,silver,NA,quit,quit,quit,quit,silver,silver,quit,gold,gold,silver,quit,NA,quit,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,NA,1,2,1,1,1,1,1,1,1,1,1,NA,1,9,11,10
A0426,2022-11-29T11:13:52Z,2022-11-29T11:18:18Z,2022-11-29T11:21:24Z,2022-11-29T11:24:02Z,2022-11-30T11:07:47Z,2022-11-30T11:09:22Z,2022-11-30T11:10:14Z,2022-11-30T11:18:31Z,2022-12-01T11:10:06Z,2022-11-30T11:18:59Z,NA,NA,NA,2022-12-01T11:10:45Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-02T11:05:27Z,NA,2022-12-02T11:20:41Z,NA,NA,NA,silver,silver,silver,silver,silver,silver,gold,quit,quit,quit,NA,NA,NA,quit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,quit,NA,quit,NA,NA,NA,1,1,2,2,1,1,1,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,6,6,1
F1337,2022-11-29T11:14:22Z,2022-11-29T11:15:21Z,2022-11-29T11:16:11Z,2022-11-29T11:17:37Z,2022-11-29T11:22:37Z,2022-11-29T11:23:39Z,2022-11-29T11:24:12Z,2022-11-29T11:26:07Z,2022-12-01T11:09:15Z,2022-11-29T11:27:30Z,NA,NA,NA,2022-12-01T11:11:55Z,2022-12-01T11:13:39Z,NA,NA,2022-12-01T11:19:15Z,NA,NA,NA,NA,NA,NA,2022-12-01T11:21:31Z,NA,NA,NA,NA,NA,NA,NA,silver,silver,silver,silver,silver,gold,silver,gold,gold,gold,NA,NA,NA,quit,gold,NA,NA,silver,NA,NA,NA,NA,NA,NA,silver,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,8,5
A2901,2022-11-29T11:16:36Z,2022-11-29T11:17:09Z,2022-11-29T11:17:28Z,2022-11-29T11:17:41Z,2022-11-29T11:21:16Z,2022-11-29T11:22:42Z,2022-11-29T11:22:54Z,2022-11-29T11:25:51Z,2022-12-01T11:06:29Z,2022-11-30T11:01:08Z,2022-11-30T11:03:45Z,2022-11-30T11:06:40Z,2022-11-30T11:10:47Z,2022-12-01T11:12:33Z,2022-12-01T11:12:57Z,2022-12-01T11:16:21Z,2022-11-30T11:13:04Z,2022-12-01T11:33:08Z,2022-12-02T11:14:41Z,NA,2022-11-30T11:14:03Z,NA,2022-11-30T11:16:03Z,NA,2022-12-01T11:34:57Z,NA,NA,2022-12-02T11:16:20Z,NA,2022-12-02T11:15:17Z,2022-11-30T11:23:14Z,2022-12-02T11:12:30Z,silver,silver,silver,silver,silver,gold,gold,silver,gold,quit,silver,quit,gold,quit,quit,quit,silver,quit,gold,NA,quit,NA,quit,NA,quit,NA,NA,gold,NA,quit,quit,silver,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,NA,1,NA,1,NA,1,NA,NA,1,NA,1,1,1,11,9,6
A0471,2022-11-29T11:19:27Z,2022-11-29T11:23:43Z,2022-11-29T11:24:26Z,2022-11-29T11:27:58Z,2022-11-29T11:30:37Z,2022-11-29T11:31:02Z,2022-11-29T11:31:31Z,NA,NA,2022-11-30T11:05:03Z,2022-11-30T11:11:42Z,2022-11-30T11:14:47Z,NA,NA,NA,NA,NA,NA,2022-12-02T11:07:21Z,NA,NA,NA,NA,2022-11-30T11:19:05Z,2022-12-01T11:23:37Z,2022-12-01T11:25:31Z,2022-12-01T11:26:43Z,NA,2022-12-02T11:08:22Z,NA,NA,NA,silver,silver,silver,silver,silver,gold,silver,NA,NA,quit,silver,quit,NA,NA,NA,NA,NA,NA,quit,NA,NA,NA,NA,quit,quit,quit,quit,NA,quit,NA,NA,NA,2,1,1,1,1,1,1,NA,NA,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,1,NA,1,NA,NA,NA,8,7,1
A2967,2022-11-29T11:20:46Z,2022-11-29T11:21:36Z,2022-11-29T11:22:13Z,2022-11-29T11:24:34Z,2022-11-29T11:29:57Z,2022-11-29T11:30:26Z,2022-11-29T11:30:40Z,2022-11-29T11:33:30Z,2022-12-01T08:22:11Z,2022-11-30T11:19:01Z,NA,2022-11-30T11:23:05Z,2022-11-30T14:10:26Z,2022-12-01T08:25:51Z,2022-12-01T08:29:53Z,2022-12-01T08:30:28Z,NA,2022-12-01T08:37:01Z,2022-12-02T11:19:51Z,NA,NA,NA,NA,NA,2022-12-01T08:41:48Z,2022-12-01T08:47:10Z,2022-12-01T08:50:55Z,2022-12-02T11:04:56Z,2022-12-02T11:11:04Z,2022-12-02T11:16:35Z,NA,2022-12-02T11:18:44Z,silver,silver,silver,silver,silver,gold,gold,gold,silver,gold,NA,silver,quit,quit,gold,gold,NA,silver,silver,NA,NA,NA,NA,NA,silver,quit,quit,silver,silver,silver,NA,silver,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,1,4,14,6
E2361,2022-11-29T11:26:26Z,2022-11-29T11:27:46Z,2022-11-29T11:28:55Z,2022-11-29T11:30:17Z,2022-11-29T11:33:29Z,2022-12-01T11:06:47Z,2022-11-29T11:34:11Z,2022-12-01T11:07:50Z,2022-11-29T11:36:14Z,2022-12-01T11:15:43Z,NA,2022-12-01T11:16:03Z,2022-12-01T11:23:54Z,2022-11-30T11:01:34Z,2022-11-30T11:04:08Z,2022-11-30T11:06:54Z,2022-12-01T11:21:37Z,2022-11-30T11:10:33Z,NA,2022-12-01T11:32:14Z,2022-12-02T11:12:58Z,2022-12-01T11:20:46Z,2022-12-02T11:13:59Z,2022-12-01T11:18:22Z,2022-11-30T11:17:21Z,NA,NA,NA,NA,NA,2022-12-01T11:27:05Z,NA,silver,silver,silver,silver,silver,gold,gold,gold,gold,quit,NA,quit,quit,quit,gold,silver,quit,quit,NA,quit,silver,quit,silver,quit,quit,NA,NA,NA,NA,NA,quit,NA,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,NA,11,8,5
E3003,2022-11-29T11:32:55Z,2022-11-29T11:33:29Z,2022-11-29T11:34:01Z,2022-11-29T11:34:15Z,2022-11-30T11:04:32Z,2022-12-01T10:58:58Z,2022-11-30T11:04:51Z,2022-12-01T11:03:03Z,2022-11-30T11:05:58Z,2022-12-01T11:03:47Z,2022-12-01T11:20:52Z,2022-12-01T11:15:29Z,2022-12-01T11:14:19Z,2022-11-30T11:06:37Z,2022-11-30T11:10:04Z,2022-11-30T11:10:35Z,2022-12-01T11:11:11Z,2022-11-30T11:12:52Z,2022-11-30T11:09:51Z,2022-12-01T11:07:58Z,2022-12-02T11:01:13Z,2022-12-01T11:10:27Z,2022-12-01T11:06:07Z,2022-12-02T11:09:10Z,2022-11-30T11:11:31Z,NA,2022-11-30T11:15:34Z,NA,2022-11-30T11:18:32Z,NA,2022-12-02T11:11:47Z,2022-11-30T11:17:41Z,silver,silver,silver,silver,silver,gold,gold,gold,quit,quit,quit,quit,quit,quit,gold,gold,silver,silver,gold,silver,quit,silver,gold,silver,gold,NA,silver,NA,quit,NA,gold,gold,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,NA,1,NA,1,NA,1,1,8,11,10
E1618,2022-11-29T11:58:39Z,2022-11-29T11:59:31Z,2022-11-29T12:00:17Z,2022-11-29T12:01:01Z,2022-11-29T12:09:08Z,2022-12-01T11:56:11Z,2022-11-29T12:12:01Z,2022-12-01T11:57:00Z,2022-11-29T12:12:39Z,2022-12-01T12:01:40Z,2022-12-01T12:03:58Z,2022-12-01T12:05:24Z,2022-12-01T12:06:07Z,2022-11-29T12:15:16Z,2022-11-29T12:15:43Z,2022-11-29T12:16:04Z,2022-12-01T12:10:18Z,2022-11-29T12:18:46Z,2022-11-30T12:14:09Z,2022-12-01T12:24:59Z,2022-12-01T12:15:25Z,2022-12-01T12:16:31Z,2022-12-01T12:16:00Z,2022-12-01T12:31:52Z,2022-11-30T12:12:20Z,2022-11-30T12:13:28Z,2022-11-30T12:33:48Z,NA,NA,NA,2022-12-01T12:17:37Z,NA,silver,silver,silver,silver,silver,gold,gold,silver,gold,gold,gold,gold,gold,gold,gold,gold,gold,silver,quit,silver,quit,gold,gold,silver,quit,quit,gold,NA,NA,NA,gold,NA,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,NA,NA,NA,1,NA,4,9,15
D1078,2022-11-29T12:00:14Z,2022-11-29T12:02:55Z,2022-11-29T12:03:27Z,2022-11-29T12:04:13Z,2022-11-29T12:05:47Z,2022-12-01T12:01:01Z,2022-11-29T12:06:12Z,2022-12-01T12:02:54Z,2022-11-29T12:30:52Z,2022-12-01T12:14:04Z,2022-12-01T12:16:05Z,2022-12-01T12:17:15Z,2022-12-01T12:18:00Z,2022-11-30T11:59:25Z,2022-11-30T11:59:42Z,2022-11-30T12:02:07Z,2022-12-01T12:20:25Z,2022-11-30T12:02:47Z,NA,2022-12-02T12:05:32Z,2022-12-01T12:31:20Z,2022-12-02T12:25:00Z,2022-12-01T12:31:41Z,2022-12-02T12:21:00Z,2022-11-30T12:11:14Z,NA,NA,NA,NA,NA,2022-12-02T11:59:43Z,NA,silver,silver,silver,silver,silver,gold,gold,silver,gold,silver,gold,gold,gold,silver,gold,gold,silver,silver,NA,silver,silver,quit,gold,silver,silver,NA,NA,NA,NA,NA,silver,NA,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,2,1,NA,NA,NA,NA,NA,1,NA,1,15,9
A1685,2022-11-29T12:01:47Z,2022-11-29T12:02:39Z,2022-11-29T12:03:19Z,2022-11-29T12:05:02Z,2022-11-29T12:08:32Z,2022-11-29T12:08:51Z,2022-11-29T12:09:27Z,2022-11-29T12:10:25Z,2022-12-01T11:59:19Z,2022-11-29T12:13:38Z,2022-11-29T12:30:21Z,2022-11-30T12:05:21Z,2022-11-30T12:07:36Z,2022-12-01T12:04:09Z,2022-12-01T12:04:37Z,2022-12-01T12:07:44Z,2022-11-30T12:31:17Z,2022-12-01T12:19:35Z,NA,NA,NA,NA,NA,NA,2022-12-01T12:24:35Z,2022-12-02T12:02:38Z,2022-12-02T12:06:20Z,NA,NA,NA,NA,NA,silver,silver,silver,silver,silver,gold,gold,gold,gold,gold,gold,gold,gold,gold,gold,gold,silver,silver,NA,NA,NA,NA,NA,NA,silver,silver,silver,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,2,1,NA,NA,NA,NA,NA,0,10,11
F1528,2022-11-29T12:02:41Z,2022-11-29T12:05:05Z,2022-11-29T12:06:16Z,2022-11-29T12:07:24Z,2022-11-29T12:24:53Z,2022-11-29T12:23:32Z,2022-11-29T12:24:03Z,2022-11-29T12:26:55Z,2022-12-02T11:58:59Z,2022-11-30T12:13:48Z,2022-11-30T12:07:06Z,NA,NA,2022-12-02T12:01:51Z,2022-12-02T12:02:38Z,2022-12-02T12:04:12Z,NA,2022-12-02T12:06:31Z,NA,NA,NA,NA,NA,NA,2022-12-02T12:07:35Z,2022-12-02T12:10:32Z,2022-12-02T12:12:55Z,2022-12-02T12:11:00Z,2022-12-02T12:17:13Z,NA,NA,NA,silver,silver,silver,silver,silver,gold,gold,gold,gold,quit,quit,NA,NA,quit,gold,gold,NA,quit,NA,NA,NA,NA,NA,NA,quit,quit,gold,quit,quit,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,8,5,7
F1562,2022-11-29T12:04:13Z,2022-11-29T12:05:05Z,2022-11-29T12:05:39Z,2022-11-29T12:06:46Z,2022-11-29T12:13:58Z,2022-11-29T12:15:19Z,2022-11-29T12:15:44Z,2022-11-29T12:16:31Z,2022-12-01T12:05:31Z,2022-11-29T12:22:15Z,2022-11-29T12:26:33Z,NA,NA,2022-12-01T12:17:49Z,2022-12-01T12:18:05Z,2022-12-01T12:18:54Z,NA,2022-12-01T12:20:19Z,NA,NA,NA,NA,NA,NA,2022-12-01T12:24:44Z,NA,2022-12-01T12:31:25Z,2022-12-02T12:01:38Z,2022-12-02T12:05:24Z,2022-12-02T12:14:00Z,NA,2022-12-02T12:30:25Z,silver,silver,silver,silver,silver,silver,gold,gold,quit,quit,quit,NA,NA,silver,gold,silver,NA,gold,NA,NA,NA,NA,NA,NA,silver,NA,gold,silver,silver,silver,NA,silver,1,2,1,2,2,1,1,1,1,1,1,NA,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,1,NA,1,3,13,5
A1753,2022-11-29T12:04:27Z,2022-11-29T12:08:22Z,2022-11-29T12:08:49Z,2022-11-29T12:20:30Z,2022-11-29T12:27:03Z,2022-11-29T12:27:41Z,2022-11-29T12:27:55Z,2022-11-29T12:28:19Z,2022-12-01T12:00:06Z,2022-11-29T12:28:56Z,NA,2022-11-30T11:58:29Z,2022-11-30T11:58:57Z,2022-12-02T12:14:07Z,2022-12-02T12:05:31Z,2022-12-01T12:00:41Z,2022-11-30T12:00:56Z,2022-12-01T12:32:20Z,2022-12-01T12:03:29Z,2022-11-30T12:29:28Z,2022-11-30T12:05:22Z,2022-11-30T12:12:51Z,2022-11-30T12:07:53Z,2022-11-30T12:13:39Z,2022-12-01T12:10:06Z,2022-12-01T12:15:39Z,2022-12-01T12:18:16Z,2022-12-01T12:18:44Z,2022-12-01T12:21:21Z,2022-12-01T12:06:56Z,2022-11-30T12:24:53Z,2022-12-01T12:06:33Z,silver,silver,silver,silver,quit,silver,gold,gold,quit,gold,NA,quit,gold,silver,silver,quit,silver,silver,quit,silver,quit,quit,quit,quit,silver,quit,gold,quit,quit,quit,gold,silver,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,13,12,6
D1696,2022-11-29T12:04:50Z,2022-11-29T12:05:41Z,2022-11-29T12:06:47Z,2022-11-29T12:07:19Z,2022-11-29T12:07:57Z,2022-12-01T11:53:18Z,2022-11-29T12:08:11Z,2022-12-01T11:55:01Z,2022-11-29T12:09:14Z,2022-12-01T11:57:53Z,2022-12-01T12:02:14Z,2022-12-01T12:06:34Z,2022-12-01T12:08:34Z,2022-11-29T12:12:15Z,2022-11-29T12:15:49Z,2022-11-29T12:17:28Z,2022-12-01T12:11:12Z,2022-11-29T12:19:36Z,NA,2022-12-01T12:22:23Z,2022-12-01T12:13:55Z,2022-12-01T12:17:02Z,2022-12-01T12:14:24Z,2022-12-01T12:23:55Z,2022-11-29T12:21:40Z,2022-11-29T12:29:04Z,2022-11-30T12:02:22Z,2022-11-30T12:04:40Z,2022-11-30T12:07:02Z,2022-11-30T12:07:44Z,2022-12-01T12:18:17Z,2022-11-30T12:08:06Z,silver,silver,silver,silver,silver,gold,gold,silver,gold,quit,quit,silver,gold,quit,gold,gold,gold,gold,NA,silver,quit,quit,gold,quit,silver,quit,quit,gold,quit,quit,gold,quit,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,11,9,11
A1663,2022-11-29T12:07:02Z,2022-11-29T12:09:24Z,2022-11-29T12:10:25Z,2022-11-29T12:11:09Z,2022-11-29T12:15:44Z,2022-11-29T12:16:20Z,2022-11-29T12:16:45Z,2022-11-29T12:22:15Z,2022-12-01T12:26:13Z,NA,NA,NA,NA,2022-12-01T12:30:19Z,NA,NA,NA,2022-12-02T12:18:14Z,2022-12-02T12:02:15Z,NA,NA,NA,NA,NA,2022-12-02T12:15:48Z,2022-12-02T12:12:38Z,2022-12-02T12:05:13Z,2022-12-02T11:59:18Z,2022-12-02T11:59:54Z,2022-12-02T12:00:39Z,NA,NA,silver,silver,silver,silver,silver,gold,silver,gold,quit,NA,NA,NA,NA,quit,NA,NA,NA,quit,quit,NA,NA,NA,NA,NA,quit,quit,quit,quit,quit,quit,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,10,6,2
C1135,2022-11-29T12:07:51Z,2022-11-29T12:08:19Z,2022-11-29T12:08:38Z,2022-11-29T12:09:40Z,2022-11-29T12:11:14Z,2022-11-29T12:11:28Z,2022-11-29T12:11:40Z,2022-11-29T12:15:57Z,2022-12-01T11:56:58Z,2022-11-29T12:28:47Z,NA,NA,NA,2022-12-01T12:01:43Z,2022-12-01T12:02:05Z,2022-12-01T12:02:45Z,NA,2022-12-01T12:07:47Z,2022-12-01T12:31:09Z,NA,NA,NA,NA,NA,2022-12-01T12:13:13Z,2022-12-01T12:14:11Z,2022-12-01T12:15:36Z,2022-12-01T12:15:55Z,2022-12-01T12:19:56Z,2022-12-01T12:21:04Z,NA,2022-12-01T12:26:16Z,silver,silver,silver,silver,silver,gold,gold,gold,gold,gold,NA,NA,NA,quit,gold,silver,NA,silver,quit,NA,NA,NA,NA,NA,quit,quit,silver,gold,silver,quit,NA,quit,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,NA,1,2,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,1,6,9,7
