StudyID,ID1,ID2,Midtest,Posttest,Condition,CognitiveSupports,AffectiveECD,AffectivePOT,Progress,Duration (in seconds),Finished,RecordedDate,Age,Sex,American Indian or Alaska Native,Asian,Black or African American,Hispanic,Native Hawaiian or Pacific Islander,White,Other (enter),Prefer not to say,Other_TEXT,Gaming,Physics,A-NQ1,A-NQ2,A-NQ3,A-NQ4,A-NQ5,A-NQ6,A-NQ7,A-NQ8,A-NQ9,A-NQ10,A-NQ11,A-NQ12,A-NQ13,A-NQ14,A-FQ1,A-FQ2,A-FQ3,A-FQ4,A-FQ5,A-FQ6,A-FQ7,A-FQ8,A-FQ9,A-FQ10,A-FQ11,A-FQ12,A-FQ13,A-FQ14,SC0,Gender,Ethnicity,A-NQ1_scored,A-NQ2_scored,A-NQ3_scored,A-NQ4_scored,A-NQ5_scored,A-NQ6_scored,A-NQ7_scored,A-NQ8_scored,A-NQ9_scored,A-NQ10_scored,A-NQ11_scored,A-NQ12_scored,A-NQ13_scored,A-NQ14_scored,A-FQ1_scored,A-FQ2_scored,A-FQ3_scored,A-FQ4_scored,A-FQ5_scored,A-FQ6_scored,A-FQ7_scored,A-FQ8_scored,A-FQ9_scored,A-FQ10_scored,A-FQ11_scored,A-FQ12_scored,A-FQ13_scored,A-FQ14_scored,NearECT,FarECT,NearPOT,FarPOT,Near,Far,ECT,POT,PhysicsScore,Progress.ect,Duration (in seconds).ect,Finished.ect,RecordedDate.ect,IMI_1,IMI_2,IMI_3,IMI_4,IMI_5,IMI_6,IMI_7,IMI_8,IMI_9,IMI_10,IMI_11,IMI_12,IMI_13,IMI_14,IMI_15,IMI_16,IMI_17,IMI_18,A-NQ1.ect,A-NQ2.ect,A-NQ3.ect,A-NQ4.ect,A-NQ5.ect,A-NQ6.ect,A-NQ7.ect,A-NQ8.ect,A-NQ12.ect,A-NQ13.ect,A-NQ14.ect,A-FQ1.ect,A-FQ2.ect,A-FQ3.ect,A-FQ4.ect,A-FQ5.ect,A-FQ6.ect,A-FQ7.ect,A-FQ8.ect,Q90,Q74,PA1,PA2,PA3,PA4,PA5,PA6,PA7,SC0.ect,A-NQ1_scored.ect,A-NQ2_scored.ect,A-NQ3_scored.ect,A-NQ4_scored.ect,A-NQ5_scored.ect,A-NQ6_scored.ect,A-NQ7_scored.ect,A-NQ8_scored.ect,A-NQ12_scored.ect,A-NQ13_scored.ect,A-NQ14_scored.ect,A-FQ1_scored.ect,A-FQ2_scored.ect,A-FQ3_scored.ect,A-FQ4_scored.ect,A-FQ5_scored.ect,A-FQ6_scored.ect,A-FQ7_scored.ect,A-FQ8_scored.ect,NearECTpost,FarECTpost,ECTpost,IMI,IMI_Enj,IMI_Eng,IMI_PC,IMI_Effort,IMI_Frust,IMI_Value,PA,Progress.pot,Duration (in seconds).pot,Finished.pot,RecordedDate.pot,IMI_1.pot,IMI_2.pot,IMI_3.pot,IMI_4.pot,IMI_5.pot,IMI_6.pot,IMI_7.pot,IMI_8.pot,IMI_9.pot,IMI_10.pot,IMI_11.pot,IMI_12.pot,IMI_13.pot,IMI_14.pot,IMI_15.pot,IMI_16.pot,IMI_17.pot,IMI_18.pot,A-NQ9.pot,A-NQ10.pot,A-NQ11.pot,A-NQ12.pot,A-NQ13.pot,A-NQ14.pot,A-FQ9.pot,A-FQ10.pot,A-FQ11.pot,A-FQ12.pot,A-FQ13.pot,A-FQ14.pot,Q90.pot,Q74.pot,PA1.pot,PA2.pot,PA3.pot,PA4.pot,PA5.pot,PA6.pot,PA7.pot,SC0.pot,A-NQ9_scored.pot,A-NQ10_scored.pot,A-NQ11_scored.pot,A-NQ12_scored.pot,A-NQ13_scored.pot,A-NQ14_scored.pot,A-FQ9_scored.pot,A-FQ10_scored.pot,A-FQ11_scored.pot,A-FQ12_scored.pot,A-FQ13_scored.pot,A-FQ14_scored.pot,NearPOTpost,FarPOTpost,POTpost,IMI.pot,IMI_Enj.pot,IMI_Eng.pot,IMI_PC.pot,IMI_Effort.pot,IMI_Frust.pot,IMI_Value.pot,PA.pot
F3182,339fd1,339fd2,ECT,POT,F,FALSE,FALSE,FALSE,100,1107,1,2022-11-28T14:31:25Z,12,Female,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,Once a week,Yes,Draw an object with a larger mass,More than before,B,A,Dropped from point C,The blue box ,Attach a weight to the springboard ,All points will have the same effect on the ball,B,B,Increase green ball's mass,B,A,Attach a light weight on point A,The ball in picture A,A and B will be launched the same height because both masses start at the same height,B will be faster than A,Somewhere between Position 2 and Position 3,The blue cart,the least at B,Increase the mass of the ball,The second dive bent the board less than the first dive,Replace 4 kg with 8 kg and move it to point A,Tom,Less than 1 m,Both will have the same effect on the acrobat,By moving the object closer to the tree trunk,more information is needed,15,Female,White,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,5,4,3,2,8,6,9,5,14,100,566,1,2022-11-30T14:39:32Z,7,7,7,7,7,6,2,7,5,6,7,6,7,4,4,4,7,7,Draw an object with a larger mass,More than before,B,A,Dropped from point C,The red box ,Attach a weight to the springboard and then release,All points will have the same effect on the ball,B,A,Attach a heavy weight on point B,The ball in picture A,A and B will be launched the same height because both masses start at the same height,B will be faster than A,Somewhere between Position 2 and Position 3,The blue cart,the least at A,Decrease the mass of the ball,The first dive bent the board less than the second dive,F3182,5,NA,NA,NA,NA,NA,NA,NA,12,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,6,3,9,107,14,21,20,26,12,14,0,100,659,1,2022-12-02T14:42:10Z,6,7,7,7,7,6,7,7,6,6,6,6,7,6,3,6,7,7,B,B,Increase green ball's mass,B,B,Attach a heavy weight on point B, Replace 4 kg with 8 kg and move it to point B,Lynn,Less than 1 m,A,By moving the object closer to the tree trunk, less,F3182,5,NA,NA,NA,NA,NA,NA,NA,9,1,0,0,1,0,1,1,1,1,0,1,1,3,3,6,114,13,21,26,25,15,14,0
A3193,043ad1,043ad2,ECT,POT,A,TRUE,FALSE,TRUE,100,1955,1,2022-11-28T14:48:25Z,13,Male,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Every day,No,Draw an object with a larger mass,More than before,A,B,Dropped from point A,Not enough information,Attach a weight to the springboard and then release,A,B,All would work,Decrease green ball's mass,B,All would work,Attach a light weight on point B,The balls will move at the same speed,A and B will be launched the same height because both masses start at the same height,A will be faster than B,Somewhere between Position 2 and Position 3,The blue cart,always constant,Decrease the mass of the ball,The first dive bent the board less than the second dive, Replace 4 kg with 8 kg and move it to point B,Lynn,More information is needed to answer the question,Both will have the same effect on the acrobat,By moving the object closer to the tree trunk, more,15,Male,Hispanic,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,4,3,3,3,7,6,7,6,13,100,666,1,2022-11-30T14:40:44Z,5,6,7,6,5,2,1,1,5,5,6,6,6,2,4,4,5,5,Draw an object with a larger mass,Less than before,No difference,A,Dropped from point A,No difference,Attach a weight to the springboard and then release,A,B,All would work,Attach a light weight on point B,The balls will move at the same speed,A and B will be launched the same height because both masses start at the same height,A and B will move at the same speed,Position 3,The blue cart,the least at C,More information is needed to answer the question,The first dive bent the board less than the second dive,A3193,4,3,4,3,3,2,2,4,10,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,5,3,8,81,11,18,9,23,10,10,21,100,880,1,2022-12-02T14:48:13Z,6,4,4,7,5,4,3,4,4,1,6,4,6,1,1,4,4,6,No difference,C,NA,B,All would work,Attach a heavy weight on point B, Both,Lynn,More information is needed to answer the question,Both will have the same effect on the acrobat,By moving the object closer to the tree trunk, more,A3193,4,2,2,2,2,0,0,2,7,0,1,0,1,0,1,0,1,0,0,1,0,4,4,8,74,10,16,15,17,6,10,10
E3205,303ed1,303ed2,POT,ECT,E,FALSE,FALSE,FALSE,100,960,1,2022-11-28T15:22:38Z,12,Male,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,italian,3-4 times a week,No,Draw an object with a larger mass,More than before,B,Both,Dropped from point C,The red box ,Attach a weight to the springboard and then release,A,B,C,Make the blue stick shorter,B,B,Attach a light weight on point A,The ball in picture B,A and B will be launched the same height because both masses start at the same height,A will be faster than B,Position 3,The blue cart,the least at C,Increase the mass of the ball,The first dive bent the board less than the second dive, Both,Lynn, Equal to 1 m,B,By moving the object closer to the tree trunk, more,18,Male,Mixed,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,1,1,0,6,5,3,3,9,8,11,6,17,100,580,1,2022-12-02T15:35:36Z,7,7,6,7,6,5,6,7,5,4,7,5,7,4,6,5,5,7,Draw an object with a larger mass,More than before,B,A,Dropped from point C,The red box ,Attach a weight to the springboard and then release,B,B,A,Attach a heavy weight on point B,The ball in picture A,A and B will be launched the same height because both masses start at the same height,A will be faster than B,Position 3,The blue cart,the least at C,Increase the mass of the ball,The first dive bent the board less than the second dive,E3205,4,1,1,1,4,1,2,1,15,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,6,6,12,106,14,19,23,23,15,12,11,100,278,1,2022-11-30T15:33:31Z,7,7,5,2,7,7,6,6,5,6,5,5,6,4,5,4,5,6,B,C,NA,B,B,Attach a heavy weight on point B, Both,Lynn,Less than 1 m,B,By moving the object farther from the tree trunk, less,NA,5,NA,NA,NA,NA,NA,NA,NA,8,1,1,0,1,0,1,0,1,1,1,0,1,4,3,7,98,14,14,24,22,13,11,0
B3216,101bd1,101bd2,POT,ECT,B,TRUE,TRUE,FALSE,100,446,1,2022-11-28T15:14:31Z,12,Female,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,3-4 times a week,No,Draw the object closer to the center of the lever,Not enough information,A,Both,Dropped from point C,Not enough information,Attach a weight to the springboard and then release,C,Not enough information,C,Decrease green ball's mass,B,A,Attach a light weight on point A,The ball in picture A,A will be launched higher than B,B will be faster than A,Somewhere between Position 2 and Position 3,The red cart,the least at C,Increase the mass of weight B,Both dives bent the board the same amount, Replace 4 kg with 8 kg and move it to point B,They both have an equal effect on the door’s movement,Less than 1 m,Both will have the same effect on the acrobat,By moving the object closer to the tree trunk, less,11,Female,Black or African American,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,2,1,4,4,6,5,3,8,11,100,153,1,2022-12-02T15:32:33Z,7,7,1,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,Draw an object with a smaller mass,Less than before,Not enough information,B,Dropped from point C,No difference,Attach a weight to the springboard and then release,All points will have the same effect on the ball,Not enough information,B,Attach a heavy weight on point A,The balls will move at the same speed,More information is needed to answer the question,B will be faster than A,Position 3,The blue cart,always constant,Decrease the mass of the ball,Both dives bent the board the same amount,B3216,4,4,4,4,1,1,1,4,6,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,3,2,5,114,14,15,28,28,15,14,19,100,308,1,2022-11-30T15:33:54Z,7,4,7,4,2,7,4,4,NA,4,7,7,2,1,1,6,7,7,B,A,NA,B,A,Attach a heavy weight on point A, Both,They both have an equal effect on the door’s movement,Less than 1 m,Both will have the same effect on the acrobat,By making the object heavier, more,B3216,4,1,1,1,4,4,4,1,5,1,0,0,1,1,0,0,0,1,0,0,0,5,3,8,81,11,13,15,20,8,14,16
B3227,079bd1,079bd2,POT,ECT,B,TRUE,TRUE,FALSE,100,877,1,2022-11-28T15:21:17Z,13,Male,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Every day,Yes,Draw an object with a larger mass,More than before,Not enough information,A,Dropped from point C,The blue box ,Attach a weight to the springboard and then release,All points will have the same effect on the ball,B,C,Decrease green ball's mass,B,All would work,Attach a heavy weight on point B,The ball in picture A,A and B will be launched the same height because both masses start at the same height,B will be faster than A,Somewhere between Position 2 and Position 3,The blue cart,the least at B,Increase the mass of weight B,The second dive bent the board less than the first dive,Replace 4 kg with 8 kg and move it to point A,Lynn, Greater than 1 m,B,By moving the object closer to the tree trunk, less,17,Male,Black or African American,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,1,1,5,3,5,4,10,7,8,9,17,100,514,1,2022-12-02T15:34:44Z,7,7,7,7,6,7,6,7,7,7,7,7,7,7,5,4,7,4,Draw an object with a larger mass,More than before,A,Neither of them,Dropped from point B,The blue box ,Increase the mass of the ball,B,B,A,Attach a heavy weight on point B,The ball in picture A,A and B will be launched the same height because both masses start at the same height,B will be faster than A,Position 2,The blue cart,the least at B,Increase the mass of the ball,The first dive bent the board less than the second dive,B3227,4,1,2,4,2,3,0,5,10,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,2,5,7,116,14,20,27,28,16,11,17,100,182,1,2022-11-30T15:32:26Z,6,4,7,7,4,7,7,7,7,7,7,7,7,2,5,4,7,5,B,All would work,NA,B,All would work,Attach a light weight on point A, Replace 4 kg with 8 kg and move it to point B,Tom, Greater than 1 m,B,By moving the object closer to the tree trunk,  the same,NA,4,5,5,2,4,1,0,5,4,1,0,0,1,0,0,1,0,0,1,1,0,5,5,10,107,10,18,28,28,11,12,22
B3249,108bd1,108bd2,POT,ECT,B,TRUE,TRUE,FALSE,100,2133,1,2022-11-28T15:42:29Z,12,Male,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,Once a week,Yes,Draw the object closer to the center of the lever,The same as before,A,A,Dropped from point A,The blue box ,Attach a weight to the springboard and then release,B,B,A,Decrease green ball's mass,B,C,Attach a heavy weight on point A,The balls will move at the same speed,A will be launched higher than B,A and B will move at the same speed,Position 3,The red cart,always constant,Decrease the mass of the ball,The first dive bent the board less than the second dive,Replace 4 kg with 8 kg and move it to point A,Lynn,More information is needed to answer the question,B,By moving the object closer to the tree trunk,more information is needed,9,Male,White,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,2,2,3,3,5,5,4,6,10,100,610,1,2022-12-02T15:40:46Z,7,7,7,7,7,5,4,7,7,7,7,7,7,1,3,4,7,7,Draw an object with a larger mass,The same as before,No difference,Both,No difference,The blue box ,Attach a weight to the springboard and then release,A,B,B,Attach a heavy weight on point B,More information is needed to answer the question,A and B will be launched the same height because both masses start at the same height,B will be faster than A,Somewhere between Position 2 and Position 3,The blue cart,always constant,Increase the mass of weight B,The first dive bent the board less than the second dive,B3249,4,4,4,3,0,4,3,5,9,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,3,2,5,108,14,21,23,28,8,14,23,68,911,0,2022-12-07T15:44:41Z,7,7,7,1,7,4,2,4,4,7,7,7,4,2,3,2,7,7,B,NA,NA,B,A,Attach a heavy weight on point B,Replace 4 kg with 8 kg and move it to point A,Lynn, Greater than 1 m,B,Moving the object won't make a difference,  the same,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,NA,0,1,1,1,0,1,0,1,0,0,4,2,6,89,14,15,14,25,7,14,0
C3261,196cd1,196cd2,ECT,POT,C,TRUE,TRUE,FALSE,100,1185,1,2022-11-28T15:27:38Z,13,Male,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,Once a week,Yes,Draw an object with a larger mass,More than before,A,A,Dropped from point C,The blue box ,Attach a weight to the springboard and then release,A,B,C,Make the blue stick longer,B,B,Attach a heavy weight on point B,The ball in picture A,A and B will be launched the same height because both masses start at the same height,A will be faster than B,Somewhere above Position 3,The blue cart,the least at C,Increase the mass of the ball,The first dive bent the board less than the second dive, Replace 4 kg with 8 kg and move it to point B,Lynn, Equal to 1 m,B,By moving the object closer to the tree trunk, less,21,Male,White,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,6,5,4,5,10,10,11,9,20,100,725,1,2022-11-30T15:41:31Z,6,7,5,7,6,7,5,7,6,7,6,5,6,2,5,3,7,6,Draw an object with a larger mass,More than before,B,A,Dropped from point C,The red box ,Attach a weight to the springboard and then release,A,B,B,Attach a heavy weight on point B,The ball in picture A,A and B will be launched the same height because both masses start at the same height,A will be faster than B,Somewhere above Position 3,The blue cart,the least at C,Increase the mass of the ball,The first dive bent the board less than the second dive,C3261,4,2,2,1,3,2,1,4,16,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,7,5,12,103,13,18,25,24,10,13,15,100,355,1,2022-12-02T15:37:15Z,7,7,7,7,6,5,4,5,6,5,6,6,6,4,5,4,7,7,B,C,NA,B,B,Attach a heavy weight on point B, Replace 4 kg with 8 kg and move it to point B,Tom,Less than 1 m,B,By moving the object closer to the tree trunk, less,NA,4,1,2,2,2,1,2,3,10,1,1,0,1,0,1,1,0,1,1,1,1,3,4,7,104,14,20,20,23,13,14,13
B3272,113bd1,113bd2,POT,ECT,B,TRUE,TRUE,FALSE,100,1266,1,2022-11-28T15:27:32Z,12,Female,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,Once a week,Yes,Draw an object with a larger mass,More than before,B,A,Dropped from point C,No difference,Attach a weight to the springboard and then release,A,No difference,C,Decrease green ball's mass,B,A,Attach a heavy weight on point B,The balls will move at the same speed,More information is needed to answer the question,A will be faster than B,Somewhere between Position 2 and Position 3,The blue cart,the least at C,Increase the mass of the ball,The first dive bent the board less than the second dive, Replace 4 kg with 8 kg and move it to point B,Tom, Equal to 1 m,Both will have the same effect on the acrobat,By moving the object farther from the tree trunk, more,18,Female,Mixed,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,8,4,5,1,13,5,12,6,18,100,508,1,2022-12-02T15:38:37Z,2,3,4,3,2,1,3,2,3,4,6,4,6,1,1,1,2,2,Draw an object with a larger mass,More than before,No difference,A,Dropped from point C,The blue box ,Attach a weight to the springboard and then release,A,B,B,Attach a heavy weight on point B,The ball in picture A,A and B will be launched the same height because both masses start at the same height,A and B will move at the same speed,Somewhere between Position 2 and Position 3,The blue cart,the least at C,Increase the mass of the ball,The first dive bent the board less than the second dive,NA,4,4,3,3,3,2,2,4,14,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,6,4,10,50,5,9,9,20,3,4,21,100,524,1,2022-11-30T15:38:55Z,2,4,2,4,1,4,4,4,5,6,6,5,5,2,3,2,2,3,B,C,NA,B,A,Attach a heavy weight on point B, Replace 4 kg with 8 kg and move it to point B,Tom,Less than 1 m,Both will have the same effect on the acrobat,By moving the object closer to the tree trunk, more,B3272,4,2,2,3,3,2,1,4,9,1,1,0,1,1,1,1,0,1,0,1,0,4,2,6,64,6,7,17,22,7,5,17
B3283,099bd1,099bd2,POT,ECT,B,TRUE,TRUE,FALSE,100,782,1,2022-11-28T13:26:56Z,12,Female,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,3-4 times a week,Yes,Draw an object with a larger mass,The same as before,No difference,B,Dropped from point C,The blue box ,Increase the mass of the ball,All points will have the same effect on the ball,B,C,Decrease green ball's mass,B,All would work,Attach a light weight on point B,The ball in picture A,A and B will be launched the same height because both masses start at the same height,A will be faster than B,Somewhere above Position 3,The blue cart,the least at B,Decrease the mass of the ball,The second dive bent the board less than the first dive, Replace 4 kg with 8 kg and move it to point B,Tom, Greater than 1 m,B,By moving the object closer to the tree trunk, less,14,Female,Black or African American,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,1,2,4,4,4,6,8,6,8,14,100,304,1,2022-12-02T13:56:31Z,7,7,7,7,7,7,7,4,6,7,7,7,7,1,1,4,4,4,Draw the object closer to the center of the lever,More than before,B,A,Dropped from point C,No difference,Attach a weight to the springboard and then release,B,B,All would work,Attach a heavy weight on point B,The ball in picture B,A and B will be launched the same height because both masses start at the same height,B will be faster than A,Somewhere between Position 2 and Position 3,Both will have the same speed,always constant,More information is needed to answer the question,The first dive bent the board less than the second dive,NA,4,2,2,3,4,1,2,3,10,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,6,1,7,101,14,21,24,28,6,8,17,100,537,1,2022-11-30T13:45:09Z,7,7,7,7,7,4,4,4,4,7,7,7,7,1,4,4,4,4,B,C,NA,B,B,Attach a heavy weight on point A, Both,Lynn, Equal to 1 m,B,By moving the object closer to the tree trunk, less,B3283,4,2,2,2,3,3,1,5,8,1,1,0,1,0,0,0,1,0,1,1,1,3,4,7,96,14,21,16,28,9,8,18
A3294,002ad1,002ad2,ECT,POT,A,TRUE,FALSE,TRUE,100,748,1,2022-11-28T13:26:43Z,12,Male,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,Every day,Yes,Draw an object with a larger mass,More than before,B,A,Dropped from point A,The red box ,Attach a weight to the springboard and then release,A,A ,C,Decrease green ball's mass,B,B,Attach a heavy weight on point B,The ball in picture A,A and B will be launched the same height because both masses start at the same height,A will be faster than B,Somewhere between Position 2 and Position 3,The blue cart,the least at B,Increase the mass of the ball,The first dive bent the board less than the second dive, Both,Lynn, Greater than 1 m,Both will have the same effect on the acrobat,By moving the object closer to the tree trunk, less,22,Male,White,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,0,1,1,6,6,4,3,10,9,12,7,19,100,541,1,2022-11-30T13:45:27Z,5,7,7,6,7,4,2,4,4,6,7,6,6,2,5,2,5,6,Draw an object with a larger mass,More than before,B,A,Dropped from point A,The red box ,Attach a weight to the springboard and then release,A,B,B,Attach a heavy weight on point B,The ball in picture A,A and B will be launched the same height because both masses start at the same height,A will be faster than B,Somewhere between Position 2 and Position 3,The blue cart,the least at B,Increase the mass of the ball,The first dive bent the board less than the second dive,A3294,4,2,2,3,1,3,2,4,16,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,6,6,12,91,12,20,14,25,9,11,17,100,381,1,2022-12-02T13:57:57Z,6,7,4,7,7,5,6,5,1,6,7,7,7,2,3,4,7,7,B,C,NA,B,B,Attach a heavy weight on point B, Replace 4 kg with 8 kg and move it to point B,Lynn,Less than 1 m,B,By moving the object closer to the tree trunk, less,A3294,4,2,2,2,4,3,2,4,10,1,1,0,1,0,1,1,1,1,1,1,1,4,3,7,98,13,18,17,27,9,14,19
D3317,227dd1,227dd2,POT,ECT,D,TRUE,FALSE,TRUE,100,660,1,2022-11-28T13:24:13Z,12,Male,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,Part Hawaiian,Once a month or less,Yes,Draw an object with a larger mass,The same as before,Not enough information,B,Dropped from point C,The red box ,Attach a weight to the springboard and then release,A,B,A,Decrease green ball's mass,B,B,Attach a heavy weight on point B,The ball in picture A,A and B will be launched the same height because both masses start at the same height,A will be faster than B,Somewhere between Position 2 and Position 3,The blue cart,the least at C,Increase the mass of the ball,The first dive bent the board less than the second dive,Replace 4 kg with 8 kg and move it to point A,Lynn,Less than 1 m,A,By moving the object farther from the tree trunk,  the same,17,Male,Mixed,1,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,4,5,4,2,8,7,9,6,15,100,268,1,2022-12-02T13:55:44Z,5,5,5,7,7,5,6,6,2,7,6,7,7,3,6,3,5,7,Draw an object with a larger mass,The same as before,B,A,Dropped from point C,The blue box ,Attach a weight to the springboard ,B,B,B,Attach a light weight on point B,The balls will move at the same speed,A and B will be launched the same height because both masses start at the same height,A and B will move at the same speed,Position 3,The blue cart,the least at C,Increase the mass of the ball,The first dive bent the board less than the second dive,D3317,5,NA,NA,NA,NA,NA,NA,NA,11,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,4,4,8,99,10,19,19,27,12,12,0,100,420,1,2022-11-30T13:43:48Z,3,5,5,6,4,1,3,2,1,5,6,4,7,3,5,2,2,5,B,All would work,NA,B,B,Attach a heavy weight on point B, Replace 4 kg with 8 kg and move it to point B,Lynn, Greater than 1 m,A,By moving the object closer to the tree trunk, more,D3317,4,1,2,2,4,4,0,5,8,1,0,0,1,0,1,1,1,0,0,1,0,5,5,10,69,8,15,7,22,10,7,18
A3328,054ad1,054ad2,ECT,POT,A,TRUE,FALSE,TRUE,100,1277,1,2022-11-28T13:33:23Z,12,Female,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,3-4 times a week,Yes,Draw an object with a larger mass,More than before,B,A,No difference,The red box ,Attach a weight to the springboard and then release,A,B,A,Decrease green ball's mass,B,B,Attach a heavy weight on point A,The ball in picture B,A and B will be launched the same height because both masses start at the same height,A will be faster than B,Somewhere between Position 2 and Position 3,The blue cart,always constant,Increase the mass of the ball,The first dive bent the board less than the second dive, Replace 4 kg with 8 kg and move it to point B,Lynn, Greater than 1 m,B,By moving the object closer to the tree trunk,  the same,18,Female,Mixed,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,0,6,4,3,4,9,8,10,7,17,100,936,1,2022-11-30T13:52:05Z,7,6,6,7,6,5,3,5,6,6,6,5,6,3,2,4,5,6,Draw an object with a larger mass,More than before,B,A,Dropped from point C,The red box ,Attach a weight to the springboard and then release,All points will have the same effect on the ball,B,B,Attach a heavy weight on point A,The ball in picture A,A and B will be launched the same height because both masses start at the same height,B will be faster than A,Somewhere between Position 2 and Position 3,The blue cart,always constant,Increase the mass of the ball,The first dive bent the board less than the second dive,A3328,4,2,3,2,2,1,2,3,13,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,6,4,10,94,13,19,19,23,9,11,15,100,406,1,2022-12-02T13:58:19Z,6,6,2,6,6,7,5,6,6,6,7,6,6,3,3,4,5,4,B,C,NA,B,B,Attach a heavy weight on point B, Replace 4 kg with 8 kg and move it to point B,Lynn, Equal to 1 m,B,By moving the object closer to the tree trunk,  the same,A3328,4,2,2,2,2,2,1,3,8,1,1,0,1,0,1,1,1,0,1,1,0,1,3,4,94,12,14,24,25,10,9,14
