StudyID,ID1,ID2,Midtest,Posttest,Condition,CognitiveSupports,AffectiveECD,AffectivePOT,Progress,Duration (in seconds),Finished,RecordedDate,Age,Sex,American Indian or Alaska Native,Asian,Black or African American,Hispanic,Native Hawaiian or Pacific Islander,White,Other (enter),Prefer not to say,Other_TEXT,Gaming,Physics,A-NQ1,A-NQ2,A-NQ3,A-NQ4,A-NQ5,A-NQ6,A-NQ7,A-NQ8,A-NQ9,A-NQ10,A-NQ11,A-NQ12,A-NQ13,A-NQ14,A-FQ1,A-FQ2,A-FQ3,A-FQ4,A-FQ5,A-FQ6,A-FQ7,A-FQ8,A-FQ9,A-FQ10,A-FQ11,A-FQ12,A-FQ13,A-FQ14,SC0,Gender,Ethnicity,A-NQ1_scored,A-NQ2_scored,A-NQ3_scored,A-NQ4_scored,A-NQ5_scored,A-NQ6_scored,A-NQ7_scored,A-NQ8_scored,A-NQ9_scored,A-NQ10_scored,A-NQ11_scored,A-NQ12_scored,A-NQ13_scored,A-NQ14_scored,A-FQ1_scored,A-FQ2_scored,A-FQ3_scored,A-FQ4_scored,A-FQ5_scored,A-FQ6_scored,A-FQ7_scored,A-FQ8_scored,A-FQ9_scored,A-FQ10_scored,A-FQ11_scored,A-FQ12_scored,A-FQ13_scored,A-FQ14_scored,NearECT,FarECT,NearPOT,FarPOT,Near,Far,ECT,POT,PhysicsScore,Progress.ect,Duration (in seconds).ect,Finished.ect,RecordedDate.ect,IMI_1,IMI_2,IMI_3,IMI_4,IMI_5,IMI_6,IMI_7,IMI_8,IMI_9,IMI_10,IMI_11,IMI_12,IMI_13,IMI_14,IMI_15,IMI_16,IMI_17,IMI_18,A-NQ1.ect,A-NQ2.ect,A-NQ3.ect,A-NQ4.ect,A-NQ5.ect,A-NQ6.ect,A-NQ7.ect,A-NQ8.ect,A-NQ12.ect,A-NQ13.ect,A-NQ14.ect,A-FQ1.ect,A-FQ2.ect,A-FQ3.ect,A-FQ4.ect,A-FQ5.ect,A-FQ6.ect,A-FQ7.ect,A-FQ8.ect,Q90,Q74,PA1,PA2,PA3,PA4,PA5,PA6,PA7,SC0.ect,A-NQ1_scored.ect,A-NQ2_scored.ect,A-NQ3_scored.ect,A-NQ4_scored.ect,A-NQ5_scored.ect,A-NQ6_scored.ect,A-NQ7_scored.ect,A-NQ8_scored.ect,A-NQ12_scored.ect,A-NQ13_scored.ect,A-NQ14_scored.ect,A-FQ1_scored.ect,A-FQ2_scored.ect,A-FQ3_scored.ect,A-FQ4_scored.ect,A-FQ5_scored.ect,A-FQ6_scored.ect,A-FQ7_scored.ect,A-FQ8_scored.ect,NearECTpost,FarECTpost,ECTpost,IMI,IMI_Enj,IMI_Eng,IMI_PC,IMI_Effort,IMI_Frust,IMI_Value,PA,Progress.pot,Duration (in seconds).pot,Finished.pot,RecordedDate.pot,IMI_1.pot,IMI_2.pot,IMI_3.pot,IMI_4.pot,IMI_5.pot,IMI_6.pot,IMI_7.pot,IMI_8.pot,IMI_9.pot,IMI_10.pot,IMI_11.pot,IMI_12.pot,IMI_13.pot,IMI_14.pot,IMI_15.pot,IMI_16.pot,IMI_17.pot,IMI_18.pot,A-NQ9.pot,A-NQ10.pot,A-NQ11.pot,A-NQ12.pot,A-NQ13.pot,A-NQ14.pot,A-FQ9.pot,A-FQ10.pot,A-FQ11.pot,A-FQ12.pot,A-FQ13.pot,A-FQ14.pot,Q90.pot,Q74.pot,PA1.pot,PA2.pot,PA3.pot,PA4.pot,PA5.pot,PA6.pot,PA7.pot,SC0.pot,A-NQ9_scored.pot,A-NQ10_scored.pot,A-NQ11_scored.pot,A-NQ12_scored.pot,A-NQ13_scored.pot,A-NQ14_scored.pot,A-FQ9_scored.pot,A-FQ10_scored.pot,A-FQ11_scored.pot,A-FQ12_scored.pot,A-FQ13_scored.pot,A-FQ14_scored.pot,NearPOTpost,FarPOTpost,POTpost,IMI.pot,IMI_Enj.pot,IMI_Eng.pot,IMI_PC.pot,IMI_Effort.pot,IMI_Frust.pot,IMI_Value.pot,PA.pot
F0134,358fd1,358fd2,ECT,POT,F,FALSE,FALSE,FALSE,100,1271,1,2022-11-28T14:29:44Z,13,Male,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,3-4 times a week,Yes,Draw an object with a larger mass,More than before,Not enough information,B,Dropped from point C,The blue box ,None of the above,C,B,A,Decrease green ball's mass,B,B,Attach a heavy weight on point B,The ball in picture A,A and B will be launched the same height because both masses start at the same height,A and B will move at the same speed,Somewhere above Position 3,The blue cart,the least at B,Increase the mass of the ball,The first dive bent the board less than the second dive, Replace 4 kg with 8 kg and move it to point B,Lynn,Less than 1 m,Not enough information,By moving the object closer to the tree trunk, more,18,Male,White,1,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,3,5,4,4,7,9,8,8,16,100,536,1,2022-11-30T14:42:59Z,4,4,4,6,4,5,6,6,7,1,2,2,2,4,7,4,4,4,Draw an object with a larger mass,More than before,Not enough information,A,Dropped from point C,The blue box ,Attach a weight to the springboard and then release,A,B,B,Attach a heavy weight on point B,The ball in picture A,More information is needed to answer the question,A will be faster than B,Somewhere above Position 3,The blue cart,the least at B,Increase the mass of weight B,The first dive bent the board less than the second dive,F0134,4,3,3,3,3,2,2,4,14,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,6,5,11,76,8,14,24,7,15,8,20,100,674,1,2022-12-02T14:42:04Z,5,5,5,4,4,6,7,7,6,1,2,1,4,6,7,4,3,5,B,C,NA,B,B,Attach a heavy weight on point B, Replace 4 kg with 8 kg and move it to point B,Lynn,Less than 1 m,Not enough information,By moving the object closer to the tree trunk, more,F0134,4,3,2,2,4,4,2,4,9,1,1,0,1,0,1,1,1,1,0,1,0,5,2,7,82,10,13,26,8,17,8,21
F0156,331fd1,331fd2,ECT,POT,F,FALSE,FALSE,FALSE,100,986,1,2022-11-28T14:25:07Z,13,Male,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,Every day,No,Draw an object with a larger mass,The same as before,Not enough information,Neither of them,Dropped from point C,Not enough information,Increase the mass of the ball,A,B,A,Make the blue stick longer,B,All would work,Attach a heavy weight on point B,The ball in picture B,A and B will be launched the same height because both masses start at the same height,B will be faster than A,Somewhere between Position 2 and Position 3,The blue cart,always constant,Increase the mass of weight B,The first dive bent the board less than the second dive,Neither,Lynn,More information is needed to answer the question,B,By moving the object closer to the tree trunk,more information is needed,11,Male,White,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,3,2,3,3,6,5,5,6,11,100,603,1,2022-11-30T14:44:13Z,4,4,4,4,4,4,4,7,4,3,1,NA,3,5,4,5,5,2,Draw an object with a larger mass,The same as before,B,A,Dropped from point C,The red box ,Attach a weight to the springboard and then release,C,B,B,Attach a heavy weight on point A,The ball in picture A,A and B will be launched the same height because both masses start at the same height,A will be faster than B,Somewhere between Position 2 and Position 3,The blue cart,the least at B,Decrease the mass of the ball,The second dive bent the board less than the first dive,F0156,4,2,3,2,1,2,3,2,12,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,5,4,9,67,8,12,19,7,14,7,15,100,459,1,2022-12-02T14:38:25Z,3,4,3,3,4,3,3,5,4,4,3,5,4,4,4,4,3,3,No difference,C,Increase green ball's mass,B,A,Attach a light weight on point B, Both,Tom,Less than 1 m,B,By moving the object closer to the tree trunk, more,F0156,5,NA,NA,NA,NA,NA,NA,NA,4,0,1,0,1,1,0,0,0,1,1,1,0,1,2,3,66,7,10,15,16,12,6,0
C0167,140cd1,140cd2,ECT,POT,C,TRUE,TRUE,FALSE,100,1177,1,2022-11-28T14:28:09Z,14,Male,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,Once a week,Yes,Draw an object with a larger mass,The same as before,Not enough information,A,Dropped from point C,The blue box ,Attach a weight to the springboard and then release,A,B,C,Make the blue stick longer,B,B,Attach a heavy weight on point B,The ball in picture A,A and B will be launched the same height because both masses start at the same height,A will be faster than B,Somewhere above Position 3,The blue cart,the least at A,Increase the mass of weight B,The first dive bent the board less than the second dive, Replace 4 kg with 8 kg and move it to point B,Lynn,Less than 1 m,Both will have the same effect on the acrobat,By moving the object closer to the tree trunk, less,21,Male,White,1,0,0,1,1,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,1,1,1,0,1,1,5,4,4,5,9,9,9,9,18,100,620,1,2022-11-30T14:44:52Z,6,6,5,6,5,6,6,6,6,5,5,7,5,4,5,5,6,6,Draw an object with a larger mass,The same as before,B,A,Dropped from point C,The red box ,Attach a weight to the springboard and then release,A,B,B,Attach a heavy weight on point A,The ball in picture A,A and B will be launched the same height because both masses start at the same height,A will be faster than B,Position 3,The blue cart,the least at A,Increase the mass of the ball,The first dive bent the board less than the second dive,C0167,4,2,2,2,3,2,1,4,15,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,1,1,6,6,12,100,12,16,24,22,14,12,16,100,425,1,2022-12-02T14:37:53Z,5,6,6,6,6,4,4,5,4,6,7,6,7,2,3,3,5,6,B,C,NA,B,B,Attach a heavy weight on point B, Replace 4 kg with 8 kg and move it to point B,Lynn,Less than 1 m,Both will have the same effect on the acrobat,By moving the object closer to the tree trunk, less,C0167,4,4,4,2,3,3,3,4,11,1,1,0,1,0,1,1,1,1,0,1,1,5,3,8,91,11,18,17,26,8,11,23
C0178,172cd1,172cd2,ECT,POT,C,TRUE,TRUE,FALSE,100,1007,1,2022-11-28T14:27:16Z,13,Female,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,3-4 times a week,No,Draw an object with a larger mass,More than before,B,A,Dropped from point C,The red box ,Attach a weight to the springboard and then release,A,B,B,Decrease green ball's mass,B,A,Attach a heavy weight on point B,The ball in picture A,A and B will be launched the same height because both masses start at the same height,A will be faster than B,Somewhere above Position 3,The blue cart,the least at B,Increase the mass of the ball,The first dive bent the board less than the second dive,Replace 4 kg with 8 kg and move it to point A,Lynn, Greater than 1 m,B,By moving the object closer to the tree trunk, less,21,Female,White,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,7,6,5,4,12,10,13,9,22,100,386,1,2022-11-30T14:41:14Z,5,5,6,6,4,4,4,5,6,5,6,4,6,4,5,5,3,3,Draw an object with a smaller mass,More than before,A,A,Dropped from point C,The red box ,Attach a weight to the springboard ,A,B,B,Attach a heavy weight on point B,The ball in picture A,A and B will be launched the same height because both masses start at the same height,A will be faster than B,Somewhere above Position 3,The blue cart,the least at B,Increase the mass of weight B,The first dive bent the board less than the second dive,c0178,4,3,4,4,4,3,2,5,13,0,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1,1,0,1,4,5,9,86,10,16,19,21,14,6,25,100,308,1,2022-12-02T14:36:42Z,4,4,5,6,4,4,4,4,6,5,6,4,6,3,6,3,3,4,B,C,NA,B,B,Attach a heavy weight on point B, Both,Lynn,Less than 1 m,B,By moving the object closer to the tree trunk, less,C0178,4,4,4,3,4,3,3,5,10,1,1,0,1,0,1,0,1,1,1,1,1,3,4,7,81,8,15,18,21,12,7,26
A0189,059ad1,059ad2,ECT,POT,A,TRUE,FALSE,TRUE,100,1086,1,2022-11-28T13:33:47Z,12,Male,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,3-4 times a week,Yes,Draw an object with a larger mass,More than before,B,A,Dropped from point C,No difference,Attach a weight to the springboard and then release,A,B,C,Decrease green ball's mass,B,A,Attach a heavy weight on point B,The ball in picture A,More information is needed to answer the question,A will be faster than B,Somewhere above Position 3,The blue cart,the least at A,Decrease the mass of the ball,The first dive bent the board less than the second dive, Both,Lynn, Equal to 1 m,Both will have the same effect on the acrobat,By moving the object closer to the tree trunk, less,21,Male,White,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,1,8,4,6,3,14,7,12,9,21,100,585,1,2022-11-30T13:43:40Z,4,6,4,6,4,3,4,2,4,4,5,5,4,4,5,4,6,4,Draw an object with a larger mass,More than before,B,A,Dropped from point A,The blue box ,Attach a weight to the springboard and then release,A,B,A,Attach a heavy weight on point A,The ball in picture A,A and B will be launched the same height because both masses start at the same height,B will be faster than A,Somewhere above Position 3,The blue cart,the least at A,Increase the mass of weight B,The first dive bent the board less than the second dive,A0189,4,2,1,1,2,1,2,4,11,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,6,3,9,78,10,14,13,18,13,10,13,100,427,1,2022-12-02T13:41:30Z,3,4,4,7,4,4,4,6,4,7,7,4,4,1,6,1,4,4,B,C,NA,B,A,Attach a heavy weight on point A, Both,Tom,Less than 1 m,Both will have the same effect on the acrobat,By moving the object closer to the tree trunk, less,A0189,4,2,2,1,2,2,3,4,8,1,1,0,1,1,0,0,0,1,0,1,1,3,3,6,78,7,15,18,22,8,8,16
B0190,111bd1,111bd2,POT,ECT,B,TRUE,TRUE,FALSE,100,850,1,2022-11-28T13:32:13Z,13,Male,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,3-4 times a week,Yes,Draw an object with a smaller mass,The same as before,B,B,Dropped from point C,The blue box ,Attach a weight to the springboard and then release,C,B,C,Increase green ball's mass,B,B,Attach a heavy weight on point B,The ball in picture A,A and B will be launched the same height because both masses start at the same height,A will be faster than B,Somewhere above Position 3,The blue cart,the least at B,Increase the mass of the ball,The first dive bent the board less than the second dive, Both,Lynn, Greater than 1 m,B,By moving the object closer to the tree trunk, less,18,Male,Mixed,0,0,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,3,6,4,4,7,10,9,8,17,100,648,1,2022-12-02T13:47:25Z,7,7,7,7,5,5,5,6,6,6,4,6,7,4,NA,2,2,6,Draw an object with a larger mass,More than before,B,A,Dropped from point C,The blue box ,Attach a weight to the springboard and then release,C,B,B,Attach a heavy weight on point B,The ball in picture A,A and B will be launched the same height because both masses start at the same height,A will be faster than B,Position 2,The blue cart,the least at B,Increase the mass of the ball,The first dive bent the board less than the second dive,B0190,4,2,3,2,2,3,1,4,16,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,1,1,1,6,6,12,92,14,19,22,23,6,8,17,100,438,1,2022-11-30T13:41:22Z,4,7,7,7,6,4,4,4,5,6,6,5,6,2,7,4,6,5,B,C,Increase green ball's mass,B,B,Attach a heavy weight on point B, Replace 4 kg with 8 kg and move it to point B,Tom,Less than 1 m,B,By moving the object closer to the tree trunk, less,B0190,4,2,1,2,2,1,3,3,9,1,1,0,1,0,1,1,0,1,1,1,1,4,3,7,95,11,20,17,23,13,11,14
A0202,018ad1,018ad2,ECT,POT,A,TRUE,FALSE,TRUE,100,1196,1,2022-11-28T13:36:37Z,13,Female,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,3-4 times a week,No,Draw an object with a larger mass,More than before,B,A,Dropped from point C,No difference,Attach a weight to the springboard and then release,A,B,C,Decrease green ball's mass,B,B,Attach a heavy weight on point B,The ball in picture B,More information is needed to answer the question,A and B will move at the same speed,Somewhere above Position 3,The blue cart,the least at C,Decrease the mass of the ball,The first dive bent the board less than the second dive, Both,Lynn,Less than 1 m,Both will have the same effect on the acrobat,By moving the object closer to the tree trunk, less,21,Female,White,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,1,8,2,5,4,13,6,10,9,19,100,514,1,2022-11-30T13:42:52Z,1,1,1,1,1,2,2,2,3,2,4,3,5,1,3,2,1,1,Draw an object with a larger mass,More than before,B,A,Dropped from point C,The blue box ,Attach a weight to the springboard and then release,A,Both will reach the same height,B,Attach a heavy weight on point B,The ball in picture B,A and B will be launched the same height because both masses start at the same height,A will be faster than B,Somewhere between Position 2 and Position 3,The blue cart,the least at A,Increase the mass of the ball,The first dive bent the board less than the second dive,A0202,4,5,4,4,3,3,3,5,14,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,7,4,11,36,2,3,9,14,6,2,27,100,371,1,2022-12-02T13:42:11Z,3,4,4,5,2,6,4,5,6,4,6,5,6,3,4,4,3,2,B,C,NA,B,B,Attach a heavy weight on point B, Replace 4 kg with 8 kg and move it to point B,Lynn,Less than 1 m,Both will have the same effect on the acrobat,By moving the object closer to the tree trunk, less,A0202,4,3,5,5,1,4,2,5,12,1,1,0,1,0,1,1,1,1,0,1,1,2,3,5,76,7,11,21,21,11,5,25
D0213,226dd1,226dd2,POT,ECT,D,TRUE,FALSE,TRUE,100,973,1,2022-11-28T13:33:33Z,13,Male,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,3-4 times a week,No,Draw an object with a larger mass,More than before,B,A,Dropped from point C,The blue box ,Attach a weight to the springboard and then release,A,B,C,Decrease green ball's mass,B,B,Attach a heavy weight on point A,The ball in picture A,A and B will be launched the same height because both masses start at the same height,A and B will move at the same speed,Position 3,The blue cart,the least at B,Increase the mass of the ball,The first dive bent the board less than the second dive, Replace 4 kg with 8 kg and move it to point B,Lynn, Greater than 1 m,A,By moving the object closer to the tree trunk, more,22,Male,White,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,7,6,4,3,11,9,13,7,20,100,418,1,2022-12-02T13:42:09Z,7,6,7,7,5,6,7,7,7,6,5,5,5,6,6,6,6,6,Draw an object with a larger mass,More than before,B,A,Dropped from point C,The blue box ,Attach a weight to the springboard and then release,A,B,B,Attach a heavy weight on point B,The ball in picture A,A and B will be launched the same height because both masses start at the same height,A will be faster than B,Somewhere between Position 2 and Position 3,The blue cart,the least at B,Increase the mass of the ball,The first dive bent the board less than the second dive,D0213,4,4,2,2,2,2,0,3,17,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,7,6,13,110,13,19,27,21,18,12,15,100,437,1,2022-11-30T13:41:13Z,6,7,7,7,6,6,5,6,7,7,7,4,5,2,5,6,5,6,B,C,NA,B,B,Attach a heavy weight on point B, Replace 4 kg with 8 kg and move it to point B,Lynn,Less than 1 m,A,By moving the object closer to the tree trunk, more,D0213,4,4,2,2,1,1,1,3,10,1,1,0,1,0,1,1,1,1,0,1,0,3,4,7,104,13,20,24,23,13,11,14
E0224,284ed1,284ed2,POT,ECT,E,FALSE,FALSE,FALSE,100,564,1,2022-11-28T13:26:51Z,13,Male,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,3-4 times a week,Yes,Draw the object closer to the center of the lever,More than before,B,A,Dropped from point A,The blue box ,None of the above,A,B,A,Decrease green ball's mass,A,B,Attach a heavy weight on point B,More information is needed to answer the question,A and B will be launched the same height because both masses start at the same height,B will be faster than A,Position 3,The blue cart,the least at A,Decrease the mass of the ball,The first dive bent the board less than the second dive, Replace 4 kg with 8 kg and move it to point B,Lynn, Equal to 1 m,Both will have the same effect on the acrobat,By moving the object closer to the tree trunk, more,16,Male,Asian,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,4,3,3,3,7,6,7,6,13,100,343,1,2022-12-02T13:39:56Z,6,6,7,6,6,4,6,6,6,6,7,7,6,2,3,4,5,5,Draw an object with a larger mass,More than before,No difference,A,Dropped from point C,Not enough information,Attach a weight to the springboard and then release,A,B,B,Attach a heavy weight on point B,The ball in picture B,A and B will be launched the same height because both masses start at the same height,B will be faster than A,Position 3,The blue cart,the least at B,Decrease the mass of the ball,The first dive bent the board less than the second dive,E0224,5,NA,NA,NA,NA,NA,NA,NA,14,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,6,4,10,98,12,19,22,26,9,10,0,100,319,1,2022-11-30T13:39:38Z,4,5,7,6,5,6,2,4,7,7,6,7,7,2,4,3,7,6,B,B,NA,B,B,Attach a heavy weight on point A, Replace 4 kg with 8 kg and move it to point B,Lynn,Less than 1 m,B,By moving the object closer to the tree trunk, more,E0224,5,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,1,0,0,1,1,1,1,1,0,4,2,6,95,9,18,19,27,9,13,0
F0235,344fd1,344fd2,ECT,POT,F,FALSE,FALSE,FALSE,100,1159,1,2022-11-28T13:36:02Z,13,Female,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,Every day,Yes,Draw an object with a larger mass,More than before,No difference,A,Dropped from point C,The red box ,Attach a weight to the springboard and then release,A,B,C,Decrease green ball's mass,B,B,Attach a heavy weight on point B,The ball in picture A,A and B will be launched the same height because both masses start at the same height,A will be faster than B,Somewhere between Position 2 and Position 3,The blue cart,the least at B,Increase the mass of the ball,The first dive bent the board less than the second dive, Replace 4 kg with 8 kg and move it to point B,Lynn,Less than 1 m,B,By moving the object closer to the tree trunk, less,24,Female,White,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,6,6,5,6,11,12,12,11,23,100,556,1,2022-11-30T13:42:58Z,5,5,6,6,5,4,3,4,5,3,4,4,6,3,5,5,5,4,Draw an object with a larger mass,More than before,B,A,Dropped from point C,The red box ,Attach a weight to the springboard and then release,A,B,B,Attach a heavy weight on point B,The ball in picture A,A and B will be launched the same height because both masses start at the same height,B will be faster than A,Somewhere between Position 2 and Position 3,The blue cart,always constant,Increase the mass of the ball,The first dive bent the board less than the second dive,Fo235,5,NA,NA,NA,NA,NA,NA,NA,15,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,7,4,11,82,10,17,16,17,13,9,0,100,297,1,2022-12-02T13:40:58Z,6,5,5,5,5,5,4,3,5,4,3,3,4,3,5,4,5,4,B,C,NA,B,B,Attach a heavy weight on point B, Replace 4 kg with 8 kg and move it to point B,Lynn,Less than 1 m,Both will have the same effect on the acrobat,By moving the object closer to the tree trunk, less,F0235,5,NA,NA,NA,NA,NA,NA,NA,12,1,1,0,1,0,1,1,1,1,0,1,1,3,4,7,78,11,15,17,14,12,9,0
A0246,053ad1,053ad2,ECT,POT,A,TRUE,FALSE,TRUE,100,1031,1,2022-11-28T14:26:19Z,13,Male,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,Every day,Yes,Draw an object with a larger mass,More than before,No difference,A,Dropped from point B,No difference,Attach a weight to the springboard and then release,A,No difference,All would work,Decrease green ball's mass,B,C,Attach a heavy weight on point B,The ball in picture A,A and B will be launched the same height because both masses start at the same height,B will be faster than A,Somewhere above Position 3,The red cart,the least at A,More information is needed to answer the question,The first dive bent the board less than the second dive,Replace 4 kg with 8 kg and move it to point A,Lynn,Less than 1 m,B,By moving the object closer to the tree trunk, more,15,Male,Mixed,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,6,2,3,4,9,6,8,7,15,100,637,1,2022-11-30T14:44:52Z,6,5,6,6,5,4,6,6,5,5,6,5,6,3,5,4,4,6,Draw an object with a larger mass,More than before,B,A,Dropped from point C,The red box ,None of the above,A,B,A,Attach a heavy weight on point A,The ball in picture A,A and B will be launched the same height because both masses start at the same height,A will be faster than B,Position 3,The blue cart,the least at C,Increase the mass of weight B,Both dives bent the board the same amount,A0246,4,1,1,1,1,2,1,1,12,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,0,0,0,6,4,10,93,11,17,21,22,12,10,8,100,543,1,2022-12-02T14:39:38Z,5,5,6,6,5,6,5,5,6,5,6,5,6,3,6,5,5,7,B,C,NA,B,A,Attach a heavy weight on point B,Replace 4 kg with 8 kg and move it to point A,Lynn, Greater than 1 m,A,By making the object heavier, less,A0246,4,1,1,1,1,1,1,1,6,1,1,0,1,1,1,0,1,0,0,0,1,2,0,2,97,10,17,22,22,14,12,7
C0268,199cd1,199cd2,ECT,POT,C,TRUE,TRUE,FALSE,100,633,1,2022-11-28T17:38:01Z,13,Female,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,3-4 times a week,Yes,Draw an object with a larger mass,Less than before,Not enough information,Both,Dropped from point A,The blue box ,Attach a weight to the springboard and then release,A,B,A,Make the blue stick shorter,Both will reach the same height,C,Attach a heavy weight on point B,More information is needed to answer the question,A and B will be launched the same height because both masses start at the same height,B will be faster than A,Somewhere between Position 2 and Position 3,The blue cart,the least at B,Increase the mass of weight B,The first dive bent the board less than the second dive, Replace 4 kg with 8 kg and move it to point B,Lynn,More information is needed to answer the question,A,By moving the object farther from the tree trunk, more,11,Female,Asian,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,3,3,2,2,5,5,6,4,10,100,393,1,2022-11-30T18:03:03Z,5,7,7,6,5,5,4,4,4,7,6,6,5,1,1,3,5,7,Draw an object with a larger mass,More than before,B,Neither of them,Dropped from point C,The blue box ,Attach a weight to the springboard and then release,C,B,B,Attach a heavy weight on point B,The ball in picture B,B will be launched higher than A,B will be faster than A,Position 2,The red cart,the least at A,Increase the mass of weight B,The second dive bent the board less than the first dive,C0268,4,2,2,1,0,2,3,3,8,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,5,1,6,88,12,18,17,24,5,12,13,100,281,1,2022-12-02T17:54:49Z,6,7,4,5,7,5,4,6,5,7,6,7,5,1,1,1,7,7,B,C,NA,B,B,Attach a heavy weight on point B, Replace 4 kg with 8 kg and move it to point B,Not enough information, Equal to 1 m,A,By moving the object closer to the tree trunk, more,C0268,4,3,2,1,1,2,2,2,7,1,1,0,1,0,1,1,0,0,0,1,0,4,1,5,91,13,16,20,25,3,14,13
E0279,295ed1,295ed2,POT,ECT,E,FALSE,FALSE,FALSE,100,622,1,2022-11-28T17:37:53Z,13,Female,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,Every day,Yes,Draw an object with a larger mass,Less than before,B,A,Dropped from point C,The red box ,Attach a weight to the springboard and then release,C,No difference,B,Increase green ball's mass,B,All would work,Attach a heavy weight on point B,The ball in picture A,A and B will be launched the same height because both masses start at the same height,B will be faster than A,Position 3,The blue cart,the least at A,Increase the mass of weight B,The first dive bent the board less than the second dive, Both,Not enough information, Greater than 1 m,Not enough information,By making the object heavier, more,12,Female,White,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,5,4,2,0,7,4,9,2,11,100,222,1,2022-12-02T17:53:51Z,7,7,7,7,7,5,5,4,4,7,7,7,7,3,6,4,5,7,Draw an object with a smaller mass,Not enough information,Not enough information,Neither of them,Dropped from point B,No difference,Increase the mass of the ball,B,B,All would work,Attach a heavy weight on point B,The balls will move at the same speed,A will be launched higher than B,A and B will move at the same speed,Somewhere between Position 2 and Position 3,More information is needed,the least at A,Increase the mass of weight B,The first dive bent the board less than the second dive,NA,4,1,1,1,3,0,0,3,4,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,2,106,14,21,18,28,13,12,9,100,267,1,2022-11-30T18:00:16Z,7,7,7,6,7,6,4,4,3,5,7,7,7,4,5,4,7,6,No difference,B,NA,Not enough information,All would work,Attach a light weight on point A, Both,Not enough information, Greater than 1 m,Both will have the same effect on the acrobat,By making the object heavier,more information is needed,E0279,4,1,2,2,3,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9,103,14,20,17,26,13,13,11
